"CUST_ID","LAST","FIRST","STATE","REGION","SEX","PROFESSION","BUY_INSURANCE","AGE","HAS_CHILDREN","SALARY","N_OF_DEPENDENTS","CAR_OWNERSHIP","HOUSE_OWNERSHIP","TIME_AS_CUSTOMER","MARITAL_STATUS","CREDIT_BALANCE","BANK_FUNDS","CHECKING_AMOUNT","MONEY_MONTLY_OVERDRAWN","T_AMOUNT_AUTOM_PAYMENTS","MONTHLY_CHECKS_WRITTEN","MORTGAGE_AMOUNT","N_TRANS_ATM","N_MORTGAGES","N_TRANS_TELLER","CREDIT_CARD_LIMITS","N_TRANS_KIOSK","N_TRANS_WEB_BANK","LTV","LTV_BIN"
"CU4755","OLIVER","RADER","CA","West","M","Childcare Worker","Yes",38,0,69298,1,1,1,1,"MARRIED",0,1700,25,54.18,1273,4,1573,5,1,3,900,3,300,29624.5,"HIGH"
"CU4756","LARRY","FAIR","NY","NorthEast","M","Not specified","No",48,1,66492,1,1,1,1,"DIVORCED",17170,4810,97,53.24,18078,4,4000,3,1,1,500,3,1560,24923,"HIGH"
"CU4758","DOMINGO","TANNER","MN","West","M","PROF-14","No",46,0,63778,1,1,1,4,"DIVORCED",8237,4050,2643,53.52,14589,15,2500,4,1,1,500,3,750,30544.5,"VERY HIGH"
"CU4759","DIXIE","WHALEY","FL","South","F","First-line Manager","No",30,1,48155,5,1,2,5,"MARRIED",0,3950,10562,53.75,11234,4,5000,4,2,1,3500,8,650,22538.75,"HIGH"
"CU2568","HANNELORE","MCRAE","MN","West","F","Clerical","No",51,1,65607,5,1,1,5,"WIDOWED",9860,0,126,53.26,10700,0,6000,3,1,1,900,2,6000,19001.75,"MEDIUM"
"CU6546","MARSHALL","GEE","CA","West","M","IT Staff","No",48,1,67450,1,1,1,2,"MARRIED",0,450,14102,54,19499,10,1000,5,1,2,900,1,1000,25662.5,"HIGH"
"CU13358","BUFORD","BURDICK","NY","NorthEast","M","PROF-1","No",0,0,70347,0,1,0,2,"SINGLE",0,0,25,53.06,524,0,0,0,0,0,1500,1,0,0,"LOW"
"CU643","MILAN","STARR","CA","West","M","First-line Manager","No",57,1,59593,0,1,0,2,"SINGLE",0,0,25,53.07,1029,8,0,1,0,0,800,0,0,16598.25,"MEDIUM"
"CU644","ADELIA","BLACKMAN","MI","Midwest","F","Author","No",70,1,65679,1,1,2,1,"MARRIED",0,0,7653,53.52,8871,3,880,4,2,9,800,0,880,36919.75,"VERY HIGH"
"CU405","MARION","GILCHRIST","NY","NorthEast","M","PROF-7","Yes",48,1,62221,3,1,1,4,"MARRIED",29796,2500,25,54.34,31274,3,5000,5,1,1,500,0,5000,21355.25,"MEDIUM"
"CU407","ANTONIA","HOUSER","NY","NorthEast","M","School Teacher","Yes",61,1,63962,3,1,0,4,"SINGLE",0,5272,25,55.3,1595,3,0,5,0,2,500,6,1136,13090.5,"LOW"
"CU409","MAXWELL","CHADWICK","NY","NorthEast","M","Dentist","No",59,1,60206,3,1,1,3,"SINGLE",0,2232,3673,53.66,4782,4,600,4,1,1,900,0,516,21451.5,"MEDIUM"
"CU410","SHAWNA","SERNA","CA","West","F","PROF-4","No",73,1,62886,1,1,2,1,"DIVORCED",63722,2150,25,56.06,67967,4,2000,6,2,1,1300,0,300,36521.5,"VERY HIGH"
"CU411","TERA","NOBLE","CA","West","F","Not specified","No",56,1,67202,2,1,2,2,"WIDOWED",163620,8000,25,58.9,179186,2,7000,6,2,7,1400,0,7000,34400.5,"VERY HIGH"
"CU412","CARMELO","WEBBER","CA","West","M","Waiter/Waitress","No",0,0,69526,0,1,0,2,"SINGLE",0,0,25,53.06,506,0,0,0,0,0,1000,0,0,0,"LOW"
"CU413","GINO","CABALLERO","DC","NorthEast","M","Nurse","No",0,0,61045,0,1,0,2,"SINGLE",0,0,25,53.06,553,0,0,0,0,0,1500,0,0,0,"LOW"
"CU416","BRANDEN","SWAN","NY","NorthEast","M","Waiter/Waitress","No",27,0,65478,3,1,1,3,"MARRIED",0,0,25,53.07,506,2,1203,1,1,1,500,0,1203,24569.5,"HIGH"
"CU417","JOEY","CORONADO","CA","West","F","Medical Doctor","No",60,1,81896,6,1,1,4,"DIVORCED",42940,16500,25,55.55,43449,3,4500,6,1,5,3000,8,2700,21474,"MEDIUM"
"CU418","ANDREA","WOOD","CA","West","M","IT Staff","No",28,1,60402,0,1,0,2,"SINGLE",0,0,25,53.09,594,3,0,1,0,0,900,0,0,13900.5,"LOW"
"CU420","NELIDA","MAGUIRE","CA","West","F","Author","No",54,1,62422,1,1,1,1,"DIVORCED",1320,4600,617,53.14,2584,17,3500,2,1,4,900,0,500,24505.5,"HIGH"
"CU421","ALPHONSO","BURKHART","NV","Southwest","M","PROF-24","No",53,1,65312,0,1,0,2,"SINGLE",0,1521,422,53.08,929,2,0,1,0,3,600,0,671,17628,"MEDIUM"
"CU422","JERAMY","CUTLER","NY","NorthEast","M","Author","No",41,1,62173,3,1,1,3,"MARRIED",0,0,25,53.25,528,1,990,3,1,1,600,0,990,20143.25,"MEDIUM"
"CU271","BASILIA","KEMP","CA","West","F","Author","Yes",64,1,58732,1,1,1,4,"DIVORCED",0,9700,25,54.81,985,3,4368,5,1,4,800,0,1600,26083,"HIGH"
"CU272","SHEBA","DUBOSE","NV","Southwest","F","PROF-5","Yes",73,1,93562,1,1,1,2,"WIDOWED",0,19000,25,53.44,2116,4,5000,4,1,5,3500,0,3500,34690.5,"VERY HIGH"
"CU273","ALBERTHA","BAKER","OH","Midwest","F","Cashier","No",67,1,69907,2,1,1,2,"DIVORCED",0,3900,602,53.08,1113,6,4028,1,1,1,800,0,4028,26176.75,"HIGH"
"CU274","MEL","DUFF","FL","South","M","Clerical","No",67,0,67848,1,1,1,1,"DIVORCED",0,5120,20391,53.94,34858,10,13311,4,1,4,900,4,1170,32162,"VERY HIGH"
"CU275","FAE","MYLES","NV","Southwest","F","Clerical","No",61,1,61296,5,1,1,5,"DIVORCED",11348,10500,19226,54.51,41243,2,5714,5,1,4,500,0,3000,18924,"MEDIUM"
"CU276","DEANNA","BYERS","FL","South","F","Not specified","Yes",57,0,64053,1,1,2,1,"WIDOWED",0,16000,26,56.97,7574,2,6000,6,2,1,1000,0,4600,40213.25,"VERY HIGH"
"CU277","FREDDIE","COLON","CA","West","M","Waiter/Waitress","No",30,0,65478,1,1,0,1,"SINGLE",0,0,991,53.08,1581,4,0,1,0,0,900,0,0,17869.5,"MEDIUM"
"CU278","NENA","CONNELLY","CA","West","F","Homemaker","Yes",28,1,67985,5,1,1,5,"MARRIED",0,4300,486,54.09,1079,17,5000,5,1,1,900,0,800,17296.25,"MEDIUM"
"CU279","DALENE","PRINCE","CA","West","F","IT Staff","No",31,1,61091,1,1,1,1,"MARRIED",0,0,25,53.06,506,0,6000,0,1,1,500,0,6000,21872.75,"MEDIUM"
"CU282","ELLIOT","BUCHANAN","CA","West","M","Accountant","No",49,1,64075,0,1,0,2,"SINGLE",97672,0,1011,55.65,101756,18,0,6,0,3,500,0,0,16918.75,"MEDIUM"
"CU454","CHRISSY","SIMPSON","NY","NorthEast","F","DBA","No",39,1,63183,1,1,1,4,"DIVORCED",33935,10050,307,54.01,35632,7,4000,5,1,1,900,0,300,24695.75,"HIGH"
"CU455","LAURA","HURLEY","NY","NorthEast","F","Administrator","No",40,1,57754,5,1,1,5,"DIVORCED",0,14380,83,53.13,2247,2,3500,2,1,4,1100,9,4480,15938.5,"MEDIUM"
"CU457","TRISTAN","BOLES","CA","West","M","Secretary","No",62,1,67588,1,1,1,1,"DIVORCED",62068,8500,10694,55,73460,14,3500,5,1,3,1400,0,1400,26597,"HIGH"
"CU458","HOLLIE","BONDS","MS","South","F","Cashier","No",56,1,65015,5,1,1,5,"DIVORCED",0,4086,25,53,1934,4,2400,2,1,1,800,10,936,19353.75,"MEDIUM"
"CU459","ARMINDA","PAULSON","NY","NorthEast","F","IT Staff","No",38,1,70826,1,1,1,1,"DIVORCED",60923,9850,13554,56.88,86723,4,4500,6,1,4,900,4,1500,25006.5,"HIGH"
"CU460","CORDIA","CAGLE","CA","West","F","IT Staff","No",24,1,69455,5,1,1,5,"DIVORCED",0,0,25,56.81,506,0,2500,6,1,0,1500,0,2500,17263.75,"MEDIUM"
"CU461","MARC","HUBER","DC","NorthEast","M","Cashier","No",29,1,66431,5,1,1,5,"DIVORCED",6859,4400,10140,54.22,17933,4,4644,5,1,3,900,3,500,17007.75,"MEDIUM"
"CU462","THADDEUS","KEARNEY","NY","NorthEast","M","PROF-38","No",65,0,59678,3,1,1,3,"MARRIED",0,0,122,53.02,629,1,1500,2,1,0,1500,0,1500,26919.5,"HIGH"
"CU463","IRVING","MATSON","NY","NorthEast","M","PROF-62","No",43,0,63062,3,1,1,3,"DIVORCED",30141,1776,25,53.28,39649,3,2000,3,1,1,500,8,376,25565.5,"HIGH"
"CU464","RAYMON","DOMINGUEZ","NY","NorthEast","M","Software Engineer","No",0,0,62105,0,1,1,2,"SINGLE",0,0,25,53.06,508,0,462,0,1,1,500,0,462,0,"LOW"
"CU465","LINCOLN","DOBSON","CA","West","M","PROF-59","No",39,1,60651,3,1,1,4,"DIVORCED",0,0,25,54.04,564,3,3500,5,1,0,900,0,3500,20062.75,"MEDIUM"
"CU466","THOMAS","HARMAN","CA","West","M","PROF-2","No",0,0,64768,6,1,2,4,"MARRIED",0,0,25,53.06,552,0,1002,0,2,1,500,0,1002,0,"LOW"
"CU467","LAVENIA","MATSON","WA","West","F","Cashier","No",58,1,57098,2,1,1,2,"DIVORCED",0,0,25,53.34,610,5,2242,3,1,4,1000,0,2242,22074.5,"HIGH"
"CU468","TEDDY","LARA","NY","NorthEast","M","Clerical","Yes",41,1,60490,5,1,1,5,"MARRIED",0,8000,25,56.2,4285,4,5800,6,1,4,800,0,1600,16722.5,"MEDIUM"
"CU469","RAFAEL","KERR","DC","NorthEast","M","Software Engineer","Yes",49,1,64604,1,1,1,1,"WIDOWED",0,13500,25,56.37,2872,3,5600,6,1,5,5000,0,4100,24551,"HIGH"
"CU470","SYLVESTER","HUGHES","NY","NorthEast","M","Administrative Assistant","Yes",38,1,66636,0,1,1,2,"MARRIED",0,2064,25,54.09,1248,12,850,5,1,1,600,3,714,26459,"HIGH"
"CU471","KALLIE","SNYDER","NY","NorthEast","F","Publisher","No",37,1,59751,5,1,1,5,"DIVORCED",0,4050,3982,53.77,4498,3,2500,4,1,4,1500,0,750,16137.75,"MEDIUM"
"CU473","LES","RANDOLPH","LA","South","M","Mason","No",49,1,58750,1,1,1,1,"DIVORCED",0,0,25,53.15,508,0,3500,2,1,1,800,0,3500,23087.5,"HIGH"
"CU474","NATHANIEL","BABB","NY","NorthEast","M","PROF-16","No",63,1,64808,1,1,1,1,"DIVORCED",0,9300,2628,53.96,3139,3,3000,5,1,4,500,0,2400,26002,"HIGH"
"CU475","SIERRA","VANCE","IL","Midwest","F","PROF-58","No",54,0,68490,5,1,1,5,"DIVORCED",0,0,25,53.62,504,2,3000,4,1,1,2000,0,3000,25022.5,"HIGH"
"CU476","CHONG","CROWDER","CA","West","M","Administrative Assistant","No",69,1,61943,0,1,1,2,"MARRIED",0,0,1466,53.12,1971,0,909,2,1,1,600,0,909,28385.75,"HIGH"
"CU477","HANK","EDDY","CA","West","M","Author","No",66,1,70859,3,1,1,3,"MARRIED",50,750,5471,53.39,6622,2,1000,4,1,2,900,0,1000,24814.75,"HIGH"
"CU8892","HOBERT","WINTER","NY","NorthEast","M","Programmer/Developer","Yes",25,0,66585,3,1,0,3,"SINGLE",0,300,25,53.1,101,3,0,2,0,2,1000,1,0,14646.25,"MEDIUM"
"CU4422","SHERICE","CASE","MI","Midwest","F","Construction Laborer","No",36,0,59068,1,1,1,1,"MARRIED",0,4400,3446,53.63,4041,4,1665,4,1,1,900,3,800,26867,"HIGH"
"CU4423","GERARDO","MCFADDEN","MI","Midwest","M","Administrator","No",33,1,73994,3,1,1,3,"DIVORCED",0,4800,11895,53.58,12415,10,3000,4,1,1,1500,3,1100,22298.5,"HIGH"
"CU4424","ELBERT","NOVAK","WA","West","M","IT Staff","No",35,1,62456,0,1,1,4,"DIVORCED",0,0,25,53.07,528,1,3500,1,1,1,900,3,3500,26114,"HIGH"
"CU4425","FILOMENA","AIKEN","MI","Midwest","F","PROF-14","No",36,1,61866,5,1,1,5,"DIVORCED",0,4600,1453,53.28,2101,4,3666,3,1,1,900,3,1000,16566.5,"MEDIUM"
"CU4426","ELI","ANDERSON","NY","NorthEast","M","Technical Writer","No",23,0,63618,3,1,1,3,"MARRIED",0,300,25,53.16,181,14,1500,2,1,2,900,3,1500,23704.5,"HIGH"
"CU4427","KACI","WAKEFIELD","TX","Southwest","F","Not specified","Yes",27,1,66729,5,1,1,5,"MARRIED",0,1750,25,55.02,1132,2,1750,5,1,3,1000,2,350,16882.25,"MEDIUM"
"CU8615","TERRELL","COCHRAN","CA","West","M","Secretary","No",25,1,62426,3,1,2,3,"MARRIED",0,0,495,53.13,533,4,1100,2,2,0,1500,1,1100,28606.5,"HIGH"
"CU4729","TRUDY","ALVARADO","NY","NorthEast","F","IT Staff","No",42,1,84660,1,1,1,1,"MARRIED",0,8400,10925,53.46,11532,4,5000,4,1,1,3500,0,3000,28865,"HIGH"
"CU4730","ALVIN","PAULSON","NY","NorthEast","M","Clerical","No",32,0,62692,3,1,1,3,"DIVORCED",0,8600,25,54.04,7220,4,2500,5,1,4,900,2,2000,24373,"HIGH"
"CU4731","CATARINA","PIERCE","CA","West","F","Software Engineer","Yes",52,1,68154,1,1,1,4,"DIVORCED",0,5100,25,57.72,2673,3,2000,6,1,1,800,3,1500,27238.5,"HIGH"
"CU4733","MONTY","SKINNER","NY","NorthEast","M","PROF-10","Yes",45,1,70570,1,1,1,4,"DIVORCED",0,10200,25,55.77,11935,7,3000,6,1,4,900,6,1500,27142.5,"HIGH"
"CU4735","ZACHARY","RUSH","DC","NorthEast","M","Veterinarian","No",31,1,67481,1,1,2,4,"DIVORCED",56626,3800,489,54.56,58635,3,2300,5,2,5,1000,3,2300,34970.25,"VERY HIGH"
"CU4737","MODESTA","ZAVALA","NY","NorthEast","F","PROF-9","Yes",45,1,73346,5,1,1,5,"DIVORCED",0,4300,25,54.38,6235,18,3000,5,1,4,1500,7,1500,20336.5,"MEDIUM"
"CU4738","VALERIE","BURKETT","CA","West","F","Cashier","No",36,1,62410,5,1,1,5,"DIVORCED",0,3200,25,52.92,1579,4,3000,2,1,2,1500,2,900,16702.5,"MEDIUM"
"CU4739","CARSON","PACK","IL","Midwest","M","PROF-59","Yes",23,1,60499,3,1,2,3,"DIVORCED",0,3850,1316,55.75,2756,4,2345,6,2,1,900,3,700,27924.75,"HIGH"
"CU4740","FRANCISCO","WEEKS","NY","NorthEast","F","Truck Driver","No",43,1,55280,1,1,1,1,"MARRIED",0,24800,437,53.49,2258,3,6200,4,1,2,1600,3,3800,21620,"MEDIUM"
"CU4742","DONN","CARMONA","MS","South","M","IT Staff","No",23,0,59510,0,1,1,2,"MARRIED",0,0,25,53.06,506,0,1000,0,1,0,900,3,1000,28177.5,"HIGH"
"CU4743","SUZANNA","LEACH","NY","NorthEast","F","IT Staff","Yes",43,1,65604,1,1,1,1,"DIVORCED",0,5950,3638,53.56,4462,4,3000,4,1,3,500,0,1000,24201,"HIGH"
"CU4745","JOSIAH","RAY","CA","West","M","Nurse","No",42,1,65948,1,1,1,1,"MARRIED",0,0,25,53.26,602,5,1114,3,1,2,800,3,1114,24187,"HIGH"
"CU4746","LANCE","MOSER","MI","Midwest","M","Programmer/Developer","No",29,1,59896,3,1,1,3,"DIVORCED",0,3250,8195,53.11,8925,4,2000,2,1,1,500,3,2000,18374,"MEDIUM"
"CU4747","SILVA","MAYES","NY","NorthEast","F","Clerical","No",49,1,62933,3,1,1,4,"WIDOWED",61741,20500,25,57.01,68854,4,5000,6,1,1,1500,0,3500,21633.25,"MEDIUM"
"CU4748","DEANDRE","ROMERO","MI","Midwest","M","Not specified","No",30,1,60487,2,1,1,2,"DIVORCED",0,1500,25,53.07,505,1,3600,1,1,3,2000,3,500,20121.75,"MEDIUM"
"CU4750","RUDY","DOWELL","NY","NorthEast","M","Administrative Assistant","No",43,1,64682,0,1,0,2,"SINGLE",0,0,25,53.06,504,0,0,0,0,1,600,3,0,16470.5,"MEDIUM"
"CU4751","BERNIE","THOMPSON","CA","West","M","Author","No",51,0,68776,0,1,0,2,"SINGLE",0,0,369,53.1,893,1,0,2,0,0,700,3,0,23294,"HIGH"
"CU4752","CARISSA","WYNN","NY","NorthEast","F","Veterinarian","No",44,1,55702,1,1,1,4,"MARRIED",0,1750,551,53.75,1980,14,1500,4,1,1,2400,3,300,23325.5,"HIGH"
"CU4753","LIZETTE","FRITZ","NY","NorthEast","F","Plumber","Yes",46,1,63390,1,1,1,1,"DIVORCED",0,5100,25,54.11,2280,4,2542,5,1,4,500,0,1500,23947.5,"HIGH"
"CU4754","SHIRELY","KITCHEN","CO","West","F","Homemaker","Yes",44,1,94430,3,1,1,4,"MARRIED",0,13800,37,53.55,1072,9,6000,4,1,5,3500,0,3900,29007.5,"HIGH"
"CU1557","CHI","LOCKE","NY","NorthEast","M","Professor","No",37,1,64669,0,1,0,2,"SINGLE",833,2426,10632,53.95,12247,15,0,4,0,2,600,0,826,15867.25,"MEDIUM"
"CU1558","EMMANUEL","NANCE","MI","Midwest","M","Author","No",70,1,49570,0,1,0,2,"SINGLE",0,0,460,54.34,11324,3,0,5,0,0,2500,0,0,15392.5,"MEDIUM"
"CU1559","ALBERT","BOSTON","WI","Midwest","M","Cashier","No",53,1,60471,1,1,1,1,"MARRIED",0,1240,25,53.46,786,3,1000,4,1,3,900,5,390,23917.75,"HIGH"
"CU1562","JARRETT","FORD","OH","Midwest","M","Truck Driver","No",37,1,60014,0,1,0,2,"SINGLE",0,2156,298,53.31,1025,4,0,3,0,1,700,6,506,14703.5,"MEDIUM"
"CU1563","SCOTTY","GROVES","MI","Midwest","M","Waiter/Waitress","No",34,0,59590,1,1,1,1,"MARRIED",0,0,25,53.06,507,0,1700,0,1,1,900,0,1700,26797.5,"HIGH"
"CU1564","CAMILLE","CRANDALL","MI","Midwest","F","Software Engineer","No",63,1,66135,1,1,1,1,"WIDOWED",0,0,25,-77.34,592,1,5000,2,1,1,800,0,5000,26333.75,"HIGH"
"CU1565","HARRIS","HEALY","NY","NorthEast","M","PROF-6","No",52,1,60148,0,1,0,2,"SINGLE",5239,2550,2944,53.61,8695,14,0,4,0,1,500,0,0,16237,"MEDIUM"
"CU1566","TREVA","NORRIS","WI","Midwest","F","Administrative Assistant","No",48,0,59148,3,1,1,4,"SINGLE",0,0,25,53.06,504,0,578,0,1,1,900,0,578,25587,"HIGH"
"CU1567","JIM","ADAMS","NY","NorthEast","M","Administrative Assistant","No",66,0,65094,0,1,1,2,"DIVORCED",0,0,25,53.08,533,1,2000,1,1,0,900,0,2000,33873.5,"VERY HIGH"
"CU1568","SALLEY","THURSTON","NY","NorthEast","F","DBA","No",29,1,62587,1,1,2,1,"MARRIED",0,22300,2739,53.25,3573,3,5500,3,2,1,1000,3,3300,32046.75,"VERY HIGH"
"CU1569","CELINE","NICKERSON","NY","NorthEast","F","IT Staff","Yes",36,1,61089,1,1,1,1,"DIVORCED",0,3750,25,53.81,357,4,2500,4,1,1,500,0,750,22372.25,"HIGH"
"CU1570","AHMAD","LUCAS","MN","West","M","PROF-23","No",52,0,58464,1,1,1,4,"DIVORCED",2247,4675,3180,54.86,18010,4,2629,5,1,1,900,0,1025,29816,"HIGH"
"CU1571","LAURENCE","RUCKER","NY","NorthEast","M","Software Engineer","No",52,1,75710,0,1,1,2,"DIVORCED",0,1801,5081,54.38,5587,12,1818,5,1,3,1500,6,1818,30127.5,"VERY HIGH"
"CU1573","JOANNA","ACKERMAN","FL","South","F","Author","Yes",49,1,66739,1,1,2,1,"WIDOWED",0,4200,177,54.14,1566,3,6000,5,2,6,500,0,1500,35084.75,"VERY HIGH"
"CU1574","MILES","KANE","NY","NorthEast","M","Not specified","No",35,0,61073,0,1,0,2,"SINGLE",0,1801,25,53.06,508,0,0,0,0,3,500,0,0,19768.25,"MEDIUM"
"CU1575","THADDEUS","ROJAS","AL","South","M","Cashier","Yes",44,1,60486,3,1,1,3,"MARRIED",0,3050,186,53.59,988,14,850,4,1,1,500,0,650,20021.5,"MEDIUM"
"CU1576","HYO","SAENZ","NY","NorthEast","F","Dentist","No",37,1,66684,1,1,1,1,"DIVORCED",0,16500,4856,53.61,5429,18,4500,4,1,5,3000,0,2700,23871,"HIGH"
"CU1577","VINCE","QUINTERO","NY","NorthEast","M","PROF-9","No",36,1,63107,0,1,0,4,"SINGLE",0,0,25,53.06,527,0,0,0,0,1,900,0,0,16376.75,"MEDIUM"
"CU1578","LEON","WALDRON","DC","NorthEast","F","PROF-16","Yes",50,1,65863,4,1,1,4,"WIDOWED",0,12600,25,59.07,6509,4,11331,6,1,4,500,0,2500,20465.75,"MEDIUM"
"CU1580","CARMELLA","PRITCHARD","NY","NorthEast","F","Law Enforcement Officer","Yes",34,1,79252,1,1,1,1,"DIVORCED",0,6600,25,55.53,2882,2,3500,6,1,4,2000,10,1400,26713,"HIGH"
"CU1581","CARIE","KEENE","NY","NorthEast","F","School Teacher","No",38,1,66613,1,1,1,1,"DIVORCED",0,8200,4006,54.18,8060,16,4000,5,1,4,1000,0,1850,23953.25,"HIGH"
"CU1582","HILTON","OGLE","NY","NorthEast","M","Administrator","No",35,0,68372,1,1,1,1,"MARRIED",0,0,11424,53.72,12027,4,5000,4,1,1,1000,0,5000,29093,"HIGH"
"CU1583","JACINTA","CRENSHAW","NY","NorthEast","F","Not specified","No",69,0,65393,1,1,1,1,"WIDOWED",72881,24100,25,55.18,75125,12,6000,5,1,5,800,0,3700,31748.25,"VERY HIGH"
"CU1584","SHERIE","BLACK","CA","West","F","Cashier","Yes",63,1,58053,1,1,1,1,"DIVORCED",0,7600,25,57,2638,15,3500,6,1,3,1700,3,1400,24313.25,"HIGH"
"CU1585","VANESA","WAKEFIELD","NC","South","F","Cashier","No",50,1,57575,1,1,1,1,"DIVORCED",0,0,25,53.06,507,0,2700,0,1,1,1500,0,2700,22893.75,"HIGH"
"CU1587","THERON","WOMACK","NY","NorthEast","M","School Teacher","No",52,1,65750,3,1,1,3,"DIVORCED",77885,7800,25,56.79,78395,4,3200,6,1,2,900,0,1200,22137.5,"HIGH"
"CU1136","DANTE","COATS","CA","West","M","Waiter/Waitress","No",24,0,61855,0,1,0,2,"SINGLE",0,0,25,53.06,506,0,0,0,0,0,500,0,0,18863.75,"MEDIUM"
"CU1137","ART","SCHUMACHER","CA","West","M","Waiter/Waitress","No",26,0,69678,0,1,1,2,"SINGLE",0,0,25,53.06,506,0,400,0,1,1,900,0,400,31019.5,"VERY HIGH"
"CU1138","DEVON","PUGH","OK","Midwest","M","Law Enforcement Officer","No",60,0,48104,1,1,1,1,"WIDOWED",0,0,25,53.12,506,0,13000,2,1,0,5000,0,13000,26526,"HIGH"
"CU1140","ANDY","COOK","CA","West","M","PROF-18","No",27,0,65736,1,1,0,1,"SINGLE",0,0,25,53.07,798,0,0,1,0,0,900,0,0,17634,"MEDIUM"
"CU3256","HERSCHEL","GALVAN","NY","NorthEast","M","PROF-37","No",52,1,81177,0,1,0,2,"SINGLE",27287,3140,25,54.51,27883,9,0,5,0,2,2500,3,1120,21494.25,"MEDIUM"
"CU3257","NILDA","SERRANO","MI","Midwest","F","Fireman","No",37,1,70877,1,1,2,1,"DIVORCED",0,2100,4853,53.79,5430,1,2400,4,2,1,1000,3,600,34919.25,"VERY HIGH"
"CU3258","EARNEST","MURDOCK","CA","West","M","IT Staff","No",60,1,59967,6,1,1,4,"MARRIED",0,1600,25,53.56,1589,7,1000,4,1,3,900,8,300,15991.75,"MEDIUM"
"CU393","SANTO","MCGUIRE","MI","Midwest","M","IT Staff","No",65,1,65529,0,1,1,2,"MARRIED",0,1000,9446,53.44,10109,14,1250,4,1,2,500,0,1250,28882.25,"HIGH"
"CU394","JERMAINE","HENSLEY","NY","NorthEast","M","Mason","No",33,1,65402,1,1,1,1,"MARRIED",0,0,25,53.05,506,1,860,2,1,1,500,0,860,23150.5,"HIGH"
"CU7327","ISMAEL","MCINTOSH","NY","NorthEast","M","Veterinarian","No",32,1,76342,3,1,1,3,"MARRIED",0,0,538,53.19,544,1,900,3,1,0,1500,1,900,22785.5,"HIGH"
"CU7328","OLLIE","OJEDA","MS","South","M","Waiter/Waitress","No",32,0,70370,2,1,2,2,"MARRIED",860,1950,420,53.16,1383,11,1200,2,2,1,1500,2,1200,37792.5,"VERY HIGH"
"CU2647","FEDERICO","SERNA","DC","NorthEast","M","Nurse","No",83,1,67186,0,1,0,2,"SINGLE",81655,0,25,59.65,99402,0,0,6,0,1,700,2,0,21096.5,"MEDIUM"
"CU2648","ALTON","HANSON","NY","NorthEast","M","PROF-21","No",0,0,67279,0,1,0,2,"SINGLE",0,0,25,53.06,502,0,0,0,0,1,900,2,0,0,"LOW"
"CU2649","EMIL","WILSON","NY","NorthEast","M","Truck Driver","No",39,0,73688,1,1,1,1,"DIVORCED",0,0,3365,53.3,3870,13,2000,3,1,0,1500,6,2000,30822,"VERY HIGH"
"CU2651","FRIEDA","WHEATLEY","CA","West","F","Author","No",68,1,63851,3,1,1,4,"MARRIED",0,1835,39,53.46,943,7,1500,4,1,1,500,1,585,23762.75,"HIGH"
"CU2652","CHARLIE","DOLAN","CO","West","M","IT Staff","No",34,1,59005,3,1,1,3,"MARRIED",0,0,25,53.08,506,2,1300,1,1,0,700,2,1300,18651.25,"MEDIUM"
"CU2653","SHALON","ECHOLS","NY","NorthEast","F","Construction Laborer","No",23,0,61486,5,1,1,5,"MARRIED",0,0,779,53.02,1321,17,800,2,1,1,900,2,800,20171.5,"MEDIUM"
"CU5416","BOYD","GRIGGS","MI","Midwest","M","Construction Laborer","No",27,0,66612,0,1,0,2,"SINGLE",0,0,135,53.01,640,16,0,2,0,0,900,0,0,20353,"MEDIUM"
"CU5417","ISABELLE","SHERIDAN","NY","NorthEast","F","Truck Driver","Yes",47,0,64808,1,1,1,1,"DIVORCED",1475,5900,25,53.32,3368,18,4200,3,1,4,900,0,2500,29402,"HIGH"
"CU5418","DANUTA","BONNER","CA","West","F","Clerical","No",37,0,58914,1,1,2,1,"MARRIED",108,2200,6957,53.25,8017,3,1200,3,2,1,900,3,400,36928.5,"VERY HIGH"
"CU5419","FRANKIE","KENDALL","MI","Midwest","M","IT Staff","Yes",48,1,56519,1,1,1,1,"MARRIED",0,1500,25,54.48,1809,1,1500,5,1,1,1500,0,1500,22429.75,"HIGH"
"CU5420","PHILIP","SHEARER","NY","NorthEast","M","School Teacher","No",43,0,66910,0,1,0,2,"SINGLE",0,2157,126,53.7,634,1,0,4,0,1,500,0,507,22027.5,"HIGH"
"CU5421","MERNA","SARGENT","CA","West","F","Accountant","No",37,1,65858,5,1,1,5,"OTHER",0,600,25,53.42,612,4,30000,4,1,3,500,2,30000,17664.5,"MEDIUM"
"CU5422","DOMINIQUE","IVERSON","OR","West","M","Cashier","No",31,0,62606,0,1,0,2,"SINGLE",0,0,25,53.06,506,0,0,0,0,1,500,0,0,19751.5,"MEDIUM"
"CU5423","OWEN","DURAN","NV","Southwest","M","Law Enforcement Officer","No",46,1,64351,0,1,1,2,"MARRIED",0,23000,25,54.09,2039,13,6000,5,1,5,1000,2,5000,26687.75,"HIGH"
"CU5424","RICKIE","WELDON","NY","NorthEast","M","Bank Teller","No",43,1,70151,0,1,1,2,"SINGLE",0,1489,25,53.55,1676,4,640,4,1,3,900,3,339,27837.75,"HIGH"
