MARITAL_STATUS,STATE,CREDIT_BALANCE,CUSTOMER_TENURE,MORTGAGE_AMOUNT,BANK_FUNDS,NUM_DEPENDENTS,HAS_CHILDREN,INCOME,CUSTOMER_ID,GENDER,PROFESSION,CREDIT_CARD_LIMITS,REGION,HOME_OWNERSHIP,NUM_ONLINE_TRANS,BUY_INSURANCE,MONTHLY_CHECKS,NUM_TRANS_KIOSK,AGE,MONEY_MONTLY_OVERDRAWN,LTV,TOTAL_AUTOM_PAYMENTS,NUM_TRANS_TELLER,CHECKING_BALANCE,NUM_TRANS_ATM,LTV_BIN,FIRST_NAME,NUM_MORTGAGES,CAR_OWNERSHIP,LAST_NAME
MARRIED,UT,0,1,960,250,1,0,58193,CU15866,M,Professor,1500,Southwest,1,960,No,2,5,22,53.06,25248.25,0,2,25,0,HIGH,MEL,1,1,YANCEY
MARRIED,UT,0,1,1000,1000,1,0,64167,CU15868,M,Administrator,1500,Southwest,1,1000,No,2,5,27,52.99,27241.75,165,3,157,2,HIGH,JAMISON,1,1,STALLINGS
SINGLE,UT,0,3,0,0,3,0,72637,CU15869,M,Programmer/Developer,1500,Southwest,0,0,No,2,5,27,53.05,16359.25,0,0,25,2,MEDIUM,LEONARD,0,0,ARNOLD
SINGLE,UT,0,4,200,0,4,0,62708,CU15870,M,Lab Technician,2500,Southwest,1,200,No,2,5,54,53.13,25077,0,0,25,2,HIGH,SANG,1,1,ROSADO
MARRIED,UT,0,3,700,450,3,0,64781,CU15871,M,Truck Driver,1500,Southwest,1,700,No,16,5,23,53.1,23995.25,0,2,25,2,HIGH,BERNARD,1,1,MINTON
SINGLE,UT,0,3,200,250,3,0,69480,CU15873,M,Programmer/Developer,1500,Southwest,1,200,No,13,5,19,53.95,24770,503,2,25,4,HIGH,ZACHERY,1,1,DONAHUE
SINGLE,UT,0,1,0,0,1,0,66457,CU15874,M,PROF-24,2500,Southwest,0,0,No,9,5,44,53.38,19514.25,0,0,88,3,MEDIUM,ELIAS,0,0,POPE
SINGLE,UT,0,3,0,0,3,0,64179,CU15876,M,Programmer/Developer,1500,Southwest,0,0,No,4,5,19,53,13444.75,0,0,25,2,LOW,BLAINE,0,0,MCNAMARA
MARRIED,UT,0,5,1160,0,5,0,77173,CU15949,F,PROF-9,2500,Southwest,1,1160,No,4,5,51,52.98,26893.25,0,0,25,2,HIGH,KEELY,1,1,TRAN
MARRIED,UT,0,1,5000,0,1,0,51837,CU15957,M,PROF-3,4000,Southwest,1,5000,No,12,5,34,53.29,24859.25,0,0,25,3,HIGH,LAVERN,1,1,DODGE
DIVORCED,CA,11761,2,3946,7000,2,1,70142,CU6086,F,Not specified,900,West,1,2000,No,4,8,47,54.24,24235.5,33776,2,19447,5,HIGH,JOANN,1,1,LUCERO
MARRIED,UT,0,3,989,1350,3,0,62037,CU6088,M,Waiter/Waitress,500,Southwest,1,989,No,2,1,29,53.15,23909.25,1752,3,1557,2,HIGH,KASEY,1,1,WILKERSON
SINGLE,DC,0,3,0,0,3,1,67304,CU6089,M,PROF-13,1000,NorthEast,0,0,No,0,1,28,53.09,10126,949,0,25,1,LOW,ENRIQUE,0,1,CHRISTIE
WIDOWED,NY,50067,4,8000,27000,1,1,73621,CU6258,F,Clerical,4000,NorthEast,1,5000,No,2,0,55,58.34,28905.25,76325,4,25,6,HIGH,FLETA,1,1,TATUM
SINGLE,CA,0,5,0,500,5,0,71518,CU8460,F,Programmer/Developer,2500,West,0,0,No,8,1,20,53.05,12379.5,0,2,35,2,LOW,MARIAM,0,0,RICKS
MARRIED,MI,0,3,700,500,3,0,55621,CU8461,M,Programmer/Developer,1500,Midwest,1,700,No,15,1,24,53.19,21805.25,0,2,47,3,MEDIUM,LEN,1,1,HEATH
SINGLE,MI,0,3,600,550,3,1,65589,CU9479,M,Programmer/Developer,1000,Midwest,1,600,Yes,14,1,30,53.42,19897.25,230,2,34,4,MEDIUM,SHAWN,1,1,MCGEE
SINGLE,WI,0,3,0,0,3,1,60932,CU9480,M,Programmer/Developer,1000,Midwest,0,0,No,3,1,26,53.16,8333,0,1,25,2,LOW,LANDON,0,0,DEATON
DIVORCED,NY,1552,1,3800,6350,1,1,70649,CU9481,M,Clerical,1000,NorthEast,1,1500,No,4,1,33,53.32,24462.25,5374,4,3700,3,HIGH,PERRY,1,1,SAUNDERS
MARRIED,NY,0,3,700,750,3,0,61417,CU9482,M,Programmer/Developer,1000,NorthEast,1,700,No,2,1,24,53.18,23254.25,254,3,235,3,HIGH,SON,1,1,BERMAN
MARRIED,CA,0,3,700,0,3,0,66710,CU9483,M,PROF-6,1000,West,1,700,No,0,1,23,53.06,24477.5,0,0,25,0,HIGH,KENDALL,1,1,HOUGH
SINGLE,TX,0,4,0,550,4,0,69240,CU9484,M,Programmer/Developer,1000,Southwest,0,0,No,2,7,23,53.15,13610,207,2,25,2,LOW,LEONEL,0,1,RUSSO
SINGLE,NY,0,3,0,0,3,0,68996,CU9485,M,Nurse,700,NorthEast,0,0,No,0,1,51,53.06,17849,0,0,25,0,MEDIUM,ADAM,0,0,GOLDEN
DIVORCED,DC,0,3,2500,3400,3,1,61213,CU9487,M,Administrator,1000,NorthEast,1,1000,No,4,1,26,53.16,18403.25,430,1,44,2,MEDIUM,BUDDY,1,1,NAVARRO
DIVORCED,NV,0,1,4000,0,1,1,66717,CU9489,F,IT Staff,1000,Southwest,1,4000,No,2,1,44,53.64,24579.25,161,1,25,4,HIGH,ZONIA,1,1,HERMAN
SINGLE,NY,0,3,600,0,3,0,70207,CU9490,M,Programmer/Developer,1000,NorthEast,1,600,No,1,1,25,53.07,25551.75,0,0,25,1,HIGH,CLAUDE,1,1,KUHN
SINGLE,FL,0,3,0,550,3,1,70446,CU9491,M,Programmer/Developer,1000,South,0,0,Yes,4,3,28,53.33,10911.5,167,2,25,3,LOW,PRESTON,0,1,BEEBE
MARRIED,NC,0,1,1200,550,1,0,65384,CU9492,M,PROF-28,700,South,1,1200,Yes,4,1,34,53.55,28246,206,2,25,4,HIGH,BLAINE,1,1,SHERMAN
MARRIED,CO,0,5,1500,0,5,1,62954,CU9497,F,PROF-9,1000,West,1,1500,No,0,1,41,53.06,17338.5,0,1,25,0,MEDIUM,ALLENE,1,1,MELENDEZ
WIDOWED,CA,0,5,5000,9000,5,0,78520,CU9498,F,Law Enforcement Officer,3500,West,1,1000,No,4,1,53,53.26,27430,2254,4,1546,3,HIGH,HERMELINDA,1,1,SELLERS
SINGLE,MI,0,3,300,450,3,0,65010,CU9499,M,Programmer/Developer,1000,Midwest,1,300,Yes,15,1,23,52.99,24052.5,0,1,25,2,HIGH,HONG,1,1,REYES
SINGLE,NY,0,3,250,0,3,0,64555,CU9501,M,Sales Representative,1000,NorthEast,1,250,No,0,1,20,53.06,23638.75,0,0,25,0,HIGH,ROOSEVELT,1,1,PENNINGTON
MARRIED,MI,0,3,1046,1000,3,1,64563,CU9502,M,Construction Laborer,1000,Midwest,1,1046,No,15,1,26,53.59,19240.75,633,3,25,4,MEDIUM,EUGENIO,1,1,VILLANUEVA
DIVORCED,NV,0,1,2800,0,1,0,63611,CU9504,M,PROF-36,1000,Southwest,1,2800,No,0,1,31,53.25,27502.75,0,1,25,3,HIGH,ROCCO,1,1,HICKS
SINGLE,NY,0,3,291,0,3,0,68371,CU9505,M,Nurse,1000,NorthEast,1,291,No,1,1,27,53.07,25292.75,0,0,25,1,HIGH,RASHAD,1,1,DYKES
MARRIED,NY,0,3,1100,250,3,0,69153,CU9506,M,PROF-21,1000,NorthEast,1,1100,No,4,1,27,53.4,25488.25,202,2,25,4,HIGH,DYLAN,1,1,GILBERT
SINGLE,NV,0,3,500,0,3,1,61056,CU9508,M,Programmer/Developer,1000,Southwest,1,500,No,1,1,29,53.14,18664,0,1,25,2,MEDIUM,RAMIRO,1,1,MAGEE
SINGLE,NY,0,3,246,0,3,0,61652,CU9510,M,Sales Representative,1000,NorthEast,1,246,No,2,1,19,53.06,22813,0,0,25,0,HIGH,DANILO,1,1,JEWELL
SINGLE,CA,0,1,0,250,1,0,57098,CU9511,M,Programmer/Developer,1000,West,0,0,No,4,1,30,53.64,15774.5,0,2,25,4,MEDIUM,CLAIR,0,0,WILKINSON
MARRIED,NY,0,3,1500,750,3,0,66676,CU9513,M,Programmer/Developer,1000,NorthEast,1,1500,Yes,4,2,22,53.16,24369,108,3,69,2,HIGH,BRYANT,1,1,MCCLELLAND
MARRIED,NC,0,4,1000,450,4,1,63075,CU9514,M,Programmer/Developer,1000,South,1,1000,No,4,1,22,53.1,16968.75,725,2,671,2,MEDIUM,DEVIN,1,1,ISAACS
SINGLE,NY,44039,2,0,0,0,1,61870,CU9515,M,Nurse,900,NorthEast,0,0,No,0,1,32,55.4,14667.5,44544,0,25,5,MEDIUM,DANA,0,1,PADGETT
SINGLE,FL,0,2,0,4950,0,1,68958,CU9516,M,Nurse,800,South,0,1050,Yes,2,1,47,53.68,17939.5,739,4,64,4,MEDIUM,THEODORE,0,1,HUDDLESTON
MARRIED,NY,0,3,700,0,3,0,68162,CU9519,M,PROF-51,1500,NorthEast,1,700,No,4,1,28,53.47,25340.5,985,1,467,4,HIGH,BLAINE,1,1,NIELSON
DIVORCED,MI,0,1,3000,0,1,0,66533,CU8645,F,PROF-8,1000,Midwest,1,3000,No,2,1,41,52.91,29233.25,0,1,25,2,HIGH,ADELINA,1,1,HENDERSON
MARRIED,NY,0,3,1000,750,3,1,71289,CU8646,M,Programmer/Developer,1000,NorthEast,1,1000,No,14,7,25,53.38,20822.25,1468,3,1411,3,MEDIUM,EMERY,1,1,MENDEZ
MARRIED,FL,0,1,5000,4900,1,0,66166,CU8647,F,Law Enforcement Officer,3500,South,1,850,Yes,3,1,31,56.69,28141.5,1312,1,27,6,HIGH,LOUIE,1,1,LINN
MARRIED,NV,0,5,800,700,5,1,70086,CU8648,F,Programmer/Developer,1000,Southwest,1,800,No,9,1,25,53.27,17521.5,1179,2,1156,3,MEDIUM,RUBIE,1,1,COTTON
MARRIED,NY,0,5,1800,1350,5,1,63371,CU8649,F,Dentist,1000,NorthEast,1,1800,Yes,2,1,27,54.42,16042.75,477,3,130,5,MEDIUM,LEEANNE,1,1,BRYAN
SINGLE,OH,0,2,0,0,0,0,63017,CU8650,M,Programmer/Developer,1000,Midwest,0,0,No,0,1,24,53.06,19154.25,0,0,25,0,MEDIUM,WILFORD,0,0,OWEN
SINGLE,NY,96,3,0,700,3,1,58164,CU8651,M,Programmer/Developer,1000,NorthEast,0,0,No,11,1,27,53.17,7741,318,3,26,2,LOW,GERALDO,0,1,GEIGER
DIVORCED,CA,0,1,1923,0,1,1,69266,CU8652,M,PROF-9,1000,West,1,1923,No,0,1,51,53.06,25916.5,0,0,25,0,HIGH,ROMAN,1,1,HAM
MARRIED,CA,0,1,1573,1700,1,0,69298,CU4755,M,Childcare Worker,900,West,1,300,Yes,4,3,38,54.18,29624.5,1273,3,25,5,HIGH,OLIVER,1,1,RADER
DIVORCED,NY,17170,1,4000,4810,1,1,66492,CU4756,M,Not specified,500,NorthEast,1,1560,No,4,3,48,53.24,24923,18078,1,97,3,HIGH,LARRY,1,1,FAIR
DIVORCED,MN,8237,4,2500,4050,1,0,63778,CU4758,M,PROF-14,500,West,1,750,No,15,3,46,53.52,30544.5,14589,1,2643,4,VERY HIGH,DOMINGO,1,1,TANNER
MARRIED,FL,0,5,5000,3950,5,1,48155,CU4759,F,First-line Manager,3500,South,2,650,No,4,8,30,53.75,22538.75,11234,1,10562,4,HIGH,DIXIE,2,1,WHALEY
WIDOWED,MN,9860,5,6000,0,5,1,65607,CU2568,F,Clerical,900,West,1,6000,No,0,2,51,53.26,19001.75,10700,1,126,3,MEDIUM,HANNELORE,1,1,MCRAE
MARRIED,CA,0,2,1000,450,1,1,67450,CU6546,M,IT Staff,900,West,1,1000,No,10,1,48,54,25662.5,19499,2,14102,5,HIGH,MARSHALL,1,1,GEE
SINGLE,NY,0,2,0,0,0,0,70347,CU13358,M,PROF-1,1500,NorthEast,0,0,No,0,1,0,53.06,0,524,0,25,0,LOW,BUFORD,0,1,BURDICK
SINGLE,CA,0,2,0,0,0,1,59593,CU643,M,First-line Manager,800,West,0,0,No,8,0,57,53.07,16598.25,1029,0,25,1,MEDIUM,MILAN,0,1,STARR
MARRIED,MI,0,1,880,0,1,1,65679,CU644,F,Author,800,Midwest,2,880,No,3,0,70,53.52,36919.75,8871,9,7653,4,VERY HIGH,ADELIA,2,1,BLACKMAN
MARRIED,CA,0,3,1500,900,3,0,58817,CU645,M,Waiter/Waitress,1000,West,1,1500,No,7,0,28,53.69,23004.25,522,3,25,4,HIGH,ZACKARY,1,1,CONNOR
MARRIED,FL,0,1,1800,1500,1,0,62036,CU9587,M,PROF-23,1500,South,1,1800,No,3,1,37,53.62,27709,518,2,497,4,HIGH,GUY,1,1,CRUMP
SINGLE,MI,0,2,0,0,0,0,69636,CU9588,M,Administrative Assistant,800,Midwest,0,0,No,0,1,50,53.06,23409,0,0,25,0,HIGH,PALMER,0,0,NORTON
DIVORCED,CA,0,4,0,1600,1,1,70478,CU9589,M,Secretary,1500,West,0,2700,No,14,6,30,54.92,15619.5,20732,3,20657,5,MEDIUM,TYLER,0,1,WISE
SINGLE,NY,0,3,0,650,3,1,71649,CU9590,M,PROF-17,1500,NorthEast,0,0,No,1,1,24,53.74,10812.25,603,2,595,4,LOW,WILBER,0,1,EMERY
MARRIED,IL,0,1,1140,1250,1,1,57275,CU9591,M,Childcare Worker,1500,Midwest,1,1140,Yes,4,2,32,53.81,21018.75,632,3,25,4,MEDIUM,TERRENCE,1,1,KIMBALL
MARRIED,CA,630,4,1500,1101,3,1,62669,CU4497,M,Waiter/Waitress,500,West,1,1,Yes,3,2,32,54.32,19867.25,1658,3,25,5,MEDIUM,WADE,1,1,BARKSDALE
DIVORCED,MI,0,1,2300,3800,1,1,59462,CU4498,F,Secretary,1000,Midwest,1,650,Yes,1,1,35,55.75,21865.5,2298,1,25,6,MEDIUM,MICHELE,1,1,COOLEY
DIVORCED,NY,0,4,2500,4525,3,1,62890,CU4499,M,Secretary,1000,NorthEast,2,975,No,4,1,31,53.73,29822.5,9528,1,9514,4,HIGH,YONG,2,1,ROSARIO
DIVORCED,NY,2709,1,2800,2982,1,0,57017,CU4500,M,Not specified,1000,NorthEast,1,1092,No,17,3,45,54.31,27254.25,4439,1,25,5,HIGH,JOEY,1,1,EARLY
DIVORCED,MI,0,1,1953,0,1,1,61251,CU4501,F,PROF-10,500,Midwest,1,1953,No,0,3,34,53.16,22212.75,505,1,25,2,HIGH,COLLENE,1,1,FLORES
MARRIED,CA,0,1,1500,3550,1,1,56781,CU4502,M,Dentist,1500,West,1,600,No,15,3,41,54.23,21795.25,16643,1,15645,5,MEDIUM,VINCENT,1,1,COULTER
DIVORCED,TX,0,3,2350,0,3,1,75696,CU4503,M,Medical Doctor,1500,Southwest,1,2350,No,0,3,27,53.06,22124,510,1,25,0,HIGH,DONNY,1,1,GUTHRIE
MARRIED,NY,0,2,1200,0,0,0,58904,CU4504,M,PROF-43,900,NorthEast,1,1200,No,0,3,30,53.06,28726,504,1,25,0,HIGH,ROBBIE,1,1,CLARK
MARRIED,CA,0,1,700,351,1,0,66670,CU4506,M,Cashier,500,West,1,350,No,3,3,48,54.03,29967.5,502,2,25,5,HIGH,ELROY,1,1,SOLOMON
MARRIED,NY,0,1,850,600,1,0,62968,CU4340,M,Fireman,900,NorthEast,1,850,No,7,3,57,53.21,29942,2430,2,1922,3,HIGH,GUILLERMO,1,1,RUSSO
MARRIED,MI,0,1,5000,901,1,1,62588,CU4341,F,IT Staff,3000,Midwest,1,1,Yes,6,3,34,55.04,22547,1910,3,784,5,HIGH,JOVAN,1,1,BURGOS
DIVORCED,DC,0,1,4500,4850,1,1,47269,CU4343,M,Programmer/Developer,3000,NorthEast,1,450,No,3,1,28,53.55,18117.25,2274,2,1322,4,MEDIUM,HIRAM,1,1,CHRISTY
WIDOWED,NY,0,1,5000,0,1,1,70326,CU4344,F,DBA,3000,NorthEast,1,5000,No,3,3,49,54.07,25981.5,662,5,124,5,HIGH,OLIVE,1,1,BEARDEN
MARRIED,MI,0,1,6500,12000,1,1,69076,CU4345,F,Clerical,900,Midwest,1,2000,Yes,1,3,37,54.56,24469,1102,4,214,5,HIGH,LAKENYA,1,1,PHAM
SINGLE,NY,0,4,600,0,6,0,62087,CU9671,M,Sales Representative,700,NorthEast,1,600,No,1,1,37,53.07,19221.75,0,1,25,1,MEDIUM,DEON,1,1,JEAN
MARRIED,NY,0,1,6000,18200,1,1,59728,CU1611,F,Clerical,900,NorthEast,1,3700,Yes,5,0,41,65.09,22532,11986,3,25,7,HIGH,DOROTHY,1,1,MCPHERSON
MARRIED,DC,0,1,815,1350,1,1,60997,CU9684,M,Waiter/Waitress,700,NorthEast,1,815,No,12,1,44,53.09,23149.25,243,2,148,1,HIGH,ODELL,1,1,OUELLETTE
DIVORCED,CA,0,1,3865,8350,1,1,69346,CU9685,M,Not specified,1000,West,1,1500,No,10,2,48,53.46,25636.5,842,4,89,4,HIGH,BURTON,1,1,DAVIES
SINGLE,IL,0,3,500,700,3,1,64777,CU9686,M,Programmer/Developer,1000,Midwest,1,500,Yes,3,1,24,53.25,19094.25,745,3,480,3,MEDIUM,ROLF,1,1,BLANCHARD
MARRIED,CA,0,1,1600,1650,1,1,70689,CU9687,F,Author,1000,West,1,1600,Yes,14,3,56,54.76,26772.25,865,3,25,5,HIGH,CHUNG,1,1,ZEPEDA
DIVORCED,DC,0,5,3500,3200,5,1,66743,CU9689,F,PROF-46,1000,NorthEast,1,550,No,9,1,23,53.2,16485.75,153,1,35,3,MEDIUM,FELICITAS,1,1,STACY
MARRIED,MI,0,4,10000,2001,4,1,88892,CU9691,F,Law Enforcement Officer,4000,Midwest,2,1,Yes,2,1,31,57.03,34323,1035,1,25,6,VERY HIGH,MARGHERITA,2,1,BRANNON
DIVORCED,MI,0,1,4902,3100,1,1,68311,CU9692,M,Not specified,3500,Midwest,1,600,Yes,1,1,49,54.88,25477.75,840,1,25,5,HIGH,BLAKE,1,1,HOOKER
MARRIED,MN,0,1,1500,601,1,0,60972,CU9693,F,PROF-32,1000,West,1,1500,No,2,1,42,53.15,27943,4968,2,25,2,HIGH,TISA,1,1,ALONZO
MARRIED,NY,0,3,1500,0,3,0,65015,CU9694,M,Not specified,1000,NorthEast,2,1500,No,0,1,27,53.06,34453.75,0,0,25,0,VERY HIGH,ERWIN,2,1,HANCOCK
DIVORCED,CA,0,1,3500,3900,1,1,66165,CU9696,F,Fireman,1000,West,1,500,No,4,1,35,53.18,23541.25,8993,1,8138,3,HIGH,CHARIS,1,1,MCCLELLAN
DIVORCED,MI,0,1,3400,0,1,0,78327,CU4357,F,Fireman,2000,Midwest,1,3400,No,1,1,28,57.9,30881.75,606,1,25,6,VERY HIGH,FREEDA,1,1,CONTRERAS
SINGLE,MI,0,3,0,2040,3,1,65403,CU4358,M,Construction Laborer,700,Midwest,0,720,No,7,3,34,53.77,10250.75,702,1,185,4,LOW,CHARLIE,0,1,CODY
MARRIED,IL,0,1,7500,26600,1,1,61922,CU4360,F,Publisher,900,Midwest,2,4600,Yes,4,1,40,52.53,32980.5,5662,5,25,2,VERY HIGH,DELLA,2,1,KELLY
MARRIED,NY,25408,4,8000,25700,1,1,80296,CU4361,F,Clerical,4000,NorthEast,2,4300,No,3,2,38,53.72,38874,30300,2,25,4,VERY HIGH,GEARLDINE,2,1,BURTON
DIVORCED,CA,0,3,1876,0,3,1,67184,CU4362,M,PROF-20,1000,West,1,1876,No,3,3,42,53.33,21496,513,1,25,3,MEDIUM,TERRY,1,1,FINLEY
MARRIED,MI,10773,5,1250,501,5,1,63009,CU4363,F,PROF-67,500,Midwest,1,1250,No,8,2,37,53.53,16952.25,12815,2,1525,4,MEDIUM,BERENICE,1,1,ALBRECHT
MARRIED,MN,0,5,7800,7000,5,1,99028,CU4365,M,PROF-49,5000,West,1,2300,Yes,3,3,31,58.22,25357,5157,4,28,6,HIGH,HERBERT,1,1,BUCHANAN
DIVORCED,NV,0,1,3500,4651,1,1,61219,CU4366,F,IT Staff,1000,Southwest,1,1,Yes,16,3,37,53.76,22504.75,10055,4,9356,4,HIGH,MARCENE,1,1,BARTON
SINGLE,NY,0,3,0,0,3,1,68871,CU4367,M,Programmer/Developer,900,NorthEast,0,0,No,0,3,24,53.06,10117.75,506,1,25,0,LOW,FELTON,0,1,MOSELEY
MARRIED,NY,0,4,1000,1000,4,1,57748,CU4368,F,PROF-5,900,NorthEast,1,1000,No,15,3,73,53.85,20737,7170,2,6557,4,MEDIUM,LACI,1,1,WATTS
MARRIED,MS,0,2,6000,9200,1,1,63268,CU4371,F,IT Staff,500,South,1,3000,No,4,8,46,54.43,24417,8284,2,25,5,HIGH,LILLY,1,1,GRADY
SINGLE,NV,0,2,0,0,0,1,59379,CU4372,M,IT Staff,900,Southwest,0,0,No,2,8,76,53.08,18444.75,1060,0,452,1,MEDIUM,CHAD,0,1,NEWELL
SINGLE,CA,0,2,0,0,0,0,61292,CU4373,M,Cashier,700,West,0,0,No,0,3,31,53.06,19423,504,0,25,0,MEDIUM,MARTIN,0,1,DOWELL
DIVORCED,CA,0,3,3000,3001,3,1,67268,CU4374,M,Software Engineer,900,West,1,1,No,2,3,40,54.01,21317,1471,1,25,5,MEDIUM,IRA,1,1,WHEELER
DIVORCED,CA,0,1,2055,2450,1,0,66003,CU4375,M,PROF-51,1400,West,1,350,Yes,12,3,50,54.46,30000.75,1572,1,25,5,VERY HIGH,NORRIS,1,1,RAINES
MARRIED,CA,0,2,1000,501,0,0,65147,CU4376,M,Author,1100,West,1,1000,No,1,3,58,53.07,33086.75,518,2,25,1,VERY HIGH,FORREST,1,1,HOWELL
MARRIED,MI,0,1,1000,500,1,1,58001,CU4377,F,PROF-26,1300,Midwest,1,1000,Yes,6,1,36,53.48,21600.25,846,2,25,4,MEDIUM,SOPHIE,1,1,REID
MARRIED,FL,0,3,1100,0,3,1,69327,CU4378,M,Accountant,1000,South,2,1100,No,4,1,27,52.94,30531.75,7806,1,6833,2,VERY HIGH,SANDY,2,1,EDDY
DIVORCED,MI,14967,4,3000,2800,4,1,56317,CU4379,M,Not specified,1500,Midwest,2,3000,Yes,7,3,40,54.41,27079.25,15967,1,25,5,HIGH,CARMEN,2,1,CRAFT
DIVORCED,MI,0,5,4200,0,5,1,59252,CU4380,F,Not specified,900,Midwest,1,4200,Yes,7,1,38,53.12,16113,2860,1,25,2,MEDIUM,KAREY,1,1,BOWIE
SINGLE,NV,0,1,0,7100,1,1,58537,CU4381,M,Clerical,900,Southwest,0,2500,Yes,2,3,48,53.64,12934.25,524,4,25,4,LOW,CLYDE,0,1,ODOM
MARRIED,MI,0,4,1200,13830,3,1,59515,CU4382,M,Clerical,900,Midwest,1,4230,No,4,1,40,53.02,19878.75,5420,4,518,2,MEDIUM,EMMANUEL,1,1,ERNST
DIVORCED,NY,0,1,4000,0,1,1,71580,CU5892,F,Not specified,2000,NorthEast,1,4000,No,0,0,40,53.06,25395,506,1,25,0,HIGH,LOURIE,1,1,WILDER
DIVORCED,NY,0,2,3600,10700,1,1,60163,CU5893,F,Truck Driver,500,NorthEast,1,700,Yes,4,3,40,53.67,23040.75,1479,5,190,4,HIGH,CRISTIE,1,1,WHITLEY
MARRIED,NY,125442,4,8000,17150,3,1,71812,CU5895,F,IT Staff,1100,NorthEast,1,8000,No,13,6,40,54.62,22953,126205,2,25,5,HIGH,JOSEPHINE,1,1,PULLIAM
MARRIED,CA,0,3,1500,800,3,0,63556,CU5896,M,PROF-20,900,West,1,1500,No,4,0,31,53.31,24489,800,3,25,3,HIGH,KEVEN,1,1,SINCLAIR
DIVORCED,MI,0,2,4500,14250,0,1,59340,CU6880,M,Clerical,3500,Midwest,1,3200,No,2,1,36,53.01,24435,6015,2,5330,2,HIGH,JERRY,1,1,QUICK
DIVORCED,NY,0,2,1845,4400,0,1,68641,CU6881,M,Professor,1000,NorthEast,1,2000,No,1,1,46,53.1,27760.25,657,2,147,2,HIGH,DERRICK,1,1,WILLIAMSON
DIVORCED,NY,4648,1,4500,8005,1,1,69616,CU6883,F,PROF-6,900,NorthEast,1,1755,No,14,2,50,53.09,25904,6932,1,971,1,HIGH,CHASTITY,1,1,GRACE
SINGLE,CA,0,2,0,0,0,0,58273,CU6884,M,Nurse,800,West,0,0,No,4,1,48,53,20368.25,1632,0,25,2,MEDIUM,VERN,0,1,HASKINS
SINGLE,CA,0,2,0,0,0,0,59787,CU6887,M,Nurse,800,West,0,0,No,0,1,60,53.06,21946.75,504,0,25,0,MEDIUM,ALAN,0,1,BAXTER
WIDOWED,MI,12769,1,5000,5350,1,0,63316,CU6888,F,Not specified,900,Midwest,1,1500,No,17,1,52,53.85,29529,16985,4,3699,4,HIGH,MOLLY,1,1,HELTON
SINGLE,MI,0,2,0,2951,0,1,66693,CU6889,M,IT Staff,800,Midwest,0,651,No,10,1,60,53.28,18673.25,1963,1,1453,3,MEDIUM,MALCOM,0,1,ROBISON
MARRIED,MI,0,1,6000,7500,1,1,66193,CU6890,F,Lab Technician,1000,Midwest,1,1200,No,8,1,46,54.4,24648.25,1953,4,25,5,HIGH,MALINDA,1,1,HOGUE
MARRIED,NY,0,3,700,500,3,1,63825,CU6891,M,Truck Driver,800,NorthEast,1,700,No,2,3,55,53.45,21956.25,869,2,25,4,MEDIUM,SAM,1,1,RENTERIA
MARRIED,NC,0,5,5000,4601,5,1,93097,CU6893,F,PROF-29,3500,South,1,1,No,3,1,31,52.98,23874.25,13536,1,13028,2,HIGH,SASHA,1,1,HATHAWAY
MARRIED,CA,0,1,1000,0,1,1,57936,CU6894,M,Construction Laborer,1500,West,1,1000,No,1,1,35,53.16,21484,1039,1,529,2,MEDIUM,AUSTIN,1,1,CHAMPION
WIDOWED,CA,0,1,8000,23100,1,1,58255,CU6895,F,Software Engineer,4000,West,1,5000,Yes,5,1,56,67.18,23663.75,11687,5,212,7,HIGH,FRANK,1,1,BERGERON
MARRIED,MI,0,1,5000,8800,1,1,66604,CU8084,F,IT Staff,1600,Midwest,1,2000,Yes,7,1,38,61.99,23951,6209,4,25,7,HIGH,LEEANNA,1,1,GUINN
DIVORCED,IL,0,5,2000,0,5,1,66198,CU3053,F,IT Staff,500,Midwest,1,2000,No,12,2,37,53.5,17749.5,1359,1,57,4,MEDIUM,ASHLIE,1,1,MEDINA
MARRIED,NY,0,1,700,400,1,1,62760,CU12033,F,Childcare Worker,600,NorthEast,1,700,Yes,18,4,47,53.14,23890,125,2,73,2,HIGH,MAFALDA,1,1,WARD
MARRIED,MS,0,3,1600,800,3,0,64872,CU12034,M,Medical Doctor,1500,South,1,1600,Yes,2,4,33,53.11,25018,120,3,25,2,HIGH,MARGARITO,1,1,MELVIN
DIVORCED,CA,0,1,2000,2000,1,1,55944,CU12035,M,Secretary,1500,West,1,400,Yes,7,4,72,53.15,24686,353,1,162,2,HIGH,LEONARD,1,1,PONDER
SINGLE,NY,0,5,600,250,5,1,69970,CU12036,F,Programmer/Developer,1000,NorthEast,1,600,No,4,2,25,57.73,17492.5,509,2,25,6,MEDIUM,GISELA,1,1,DRISCOLL
MARRIED,MI,0,1,1180,250,1,0,58107,CU12037,M,PROF-19,1000,Midwest,1,1180,Yes,9,2,26,53.73,25626.75,610,2,374,4,HIGH,TOBIAS,1,1,MOONEY
SINGLE,MI,0,3,168,600,3,0,57169,CU12038,M,Programmer/Developer,1000,Midwest,1,168,Yes,3,2,21,53.13,21892.25,0,2,27,2,MEDIUM,DUANE,1,1,BILLINGS
