"CUSTOMER_ID","LAST","FIRST","STATE","REGION","SEX","PROFESSION","BUY_INSURANCE","AGE","HAS_CHILDREN","SALARY","N_OF_DEPENDENTS","CAR_OWNERSHIP","HOUSE_OWNERSHIP","TIME_AS_CUSTOMER","MARITAL_STATUS","CREDIT_BALANCE","BANK_FUNDS","CHECKING_AMOUNT","MONEY_MONTLY_OVERDRAWN","T_AMOUNT_AUTOM_PAYMENTS","MONTHLY_CHECKS_WRITTEN","MORTGAGE_AMOUNT","N_TRANS_ATM","N_MORTGAGES","N_TRANS_TELLER","CREDIT_CARD_LIMITS","N_TRANS_KIOSK","N_TRANS_WEB_BANK","LTV","LTV_BIN"
"CU14108","PHUNG","BURROUGHS","CA","West","F","PROF-15","No",64,0,67145,4,1,1,4,"DIVORCED",0,0,25,53.84,0,0,2873,4,1,1,1000,1,2873,27186.25,"HIGH"
"CU6575","DIRK","WAGNER","UT","Southwest","M","Administrator","No",33,0,64793,0,1,1,2,"DIVORCED",0,0,10040,53.51,10547,0,3000,4,1,1,900,1,3000,30498.25,"VERY HIGH"
"CU5548","HUNTER","DEJESUS","CA","West","M","Childcare Worker","No",29,1,55600,1,1,1,1,"DIVORCED",8286,5200,10308,53.71,20375,10,3000,4,1,4,1500,0,850,20300,"MEDIUM"
"CU5632","WILBURN","SHIPMAN","CA","West","M","Mason","No",66,0,67607,2,1,0,2,"SINGLE",0,5036,23476,54.47,24628,9,0,5,0,9,2500,0,1086,20501.75,"MEDIUM"
"CU10961","MARC","CASSIDY","CA","West","M","PROF-5","No",63,0,61228,6,0,0,4,"SINGLE",0,0,25,53.08,0,2,0,1,0,0,600,1,0,11607,"LOW"
"CU6522","CLARK","SHIPLEY","NY","NorthEast","M","PROF-62","No",26,1,68811,3,1,1,3,"MARRIED",0,1200,25,53.37,396,15,1200,3,1,3,900,1,1200,20302.75,"MEDIUM"
"CU15421","VELVET","BRYSON","NY","NorthEast","F","IT Staff","No",33,1,59923,5,1,1,5,"MARRIED",0,0,25,53.06,0,0,5000,0,1,1,3500,4,5000,15780.75,"MEDIUM"
"CU11086","DUSTIN","ROGERS","NY","NorthEast","M","Programmer/Developer","No",22,0,71140,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,300,0,1,1,1000,1,300,25485,"HIGH"
"CU3971","MARTY","COLEMAN","MN","West","F","IT Staff","No",37,1,59502,1,1,1,4,"MARRIED",0,7400,3561,53.78,4082,4,5000,4,1,4,900,3,2000,23575.5,"HIGH"
"CU10565","BERNARDO","WILSON","NY","NorthEast","M","Nurse","No",22,0,59200,0,0,0,2,"SINGLE",0,0,25,53.06,0,0,0,0,0,0,1500,1,0,18000,"MEDIUM"
"CU2587","MITCHELL","KESSLER","NY","NorthEast","M","Clerical","No",30,0,64371,1,1,0,1,"SINGLE",0,5369,5262,53.86,5775,4,0,4,0,2,900,5,969,17592.75,"MEDIUM"
"CU4668","EARL","LAY","CA","West","M","Waiter/Waitress","No",36,1,67267,0,1,0,2,"SINGLE",0,0,1598,53.13,2113,13,0,2,0,1,900,0,0,16416.75,"MEDIUM"
"CU14336","MARTINE","RIDDLE","NV","Southwest","F","PROF-12","No",69,0,79450,1,1,1,1,"MARRIED",0,0,25,53.08,372,1,700,1,1,0,2500,1,700,35262.5,"VERY HIGH"
"CU6781","BOB","WOMACK","CA","West","M","Medical Doctor","No",58,1,63775,1,1,1,1,"MARRIED",0,1500,166,53.54,277,11,1600,4,1,6,500,2,300,25243.75,"HIGH"
"CU491","ELWOOD","MCLEOD","CA","West","M","Administrative Assistant","No",55,1,67265,0,1,1,2,"MARRIED",0,3686,25,53.18,958,1,1100,3,1,1,1000,0,836,28316.25,"HIGH"
"CU1037","CALEB","SPIVEY","NY","NorthEast","M","Administrative Assistant","No",35,1,66039,0,1,2,2,"MARRIED",0,0,25,53.06,504,0,10000,0,2,1,500,0,10000,36009.75,"VERY HIGH"
"CU14713","STACY","ROMERO","NC","South","M","PROF-37","No",21,1,69428,3,1,2,3,"MARRIED",108,600,55,52.76,328,2,1500,2,2,2,1500,1,1500,29957,"HIGH"
"CU11028","TERRANCE","BRANDON","CA","West","M","DBA","No",34,1,62350,0,1,1,2,"MARRIED",0,0,25,53.07,260,1,5000,1,1,1,1500,1,5000,24987.5,"HIGH"
"CU10370","LANE","SAMUELS","NY","NorthEast","M","Mason","No",21,0,76050,3,1,1,3,"SINGLE",0,0,25,53.16,0,2,238,2,1,0,1500,1,238,26612.5,"HIGH"
"CU10377","MAN","STARNES","NY","NorthEast","M","IT Staff","No",33,0,64032,3,1,1,3,"MARRIED",0,0,25,53.15,0,0,1000,2,1,1,1500,1,1000,24808,"HIGH"
"CU6040","KRAIG","SINGER","CA","West","M","Professor","No",54,1,61290,0,1,1,2,"MARRIED",0,6000,422,53.57,9623,17,1600,4,1,4,900,1,1500,26722.5,"HIGH"
"CU2605","VAL","EARLY","NY","NorthEast","M","First-line Manager","No",26,1,59189,0,1,0,2,"SINGLE",0,0,25,53.06,506,0,0,0,0,0,1000,2,0,13397.25,"LOW"
"CU13713","DIMPLE","OLEARY","NY","NorthEast","F","PROF-26","No",29,0,62356,1,1,1,1,"MARRIED",0,500,25,53.77,729,2,1700,4,1,2,1000,3,1700,26989,"HIGH"
"CU9913","HARLEY","DORAN","FL","South","M","PROF-7","No",29,0,68223,3,1,1,3,"MARRIED",0,200,25,53.23,147,11,1000,3,1,1,1000,2,1000,25455.75,"HIGH"
"CU790","MYRON","SNIDER","NY","NorthEast","M","Clerical","No",80,1,62391,3,1,0,4,"SINGLE",0,16141,25,53.61,560,2,0,4,0,5,900,0,3691,14597.75,"MEDIUM"
"CU1531","VAL","MATTSON","NY","NorthEast","M","Truck Driver","No",34,1,62765,0,1,0,2,"SINGLE",0,1293,8342,53.67,9170,6,0,4,0,3,900,0,0,15091.25,"MEDIUM"
"CU6957","DELMER","HEALY","MI","Midwest","M","Nurse","No",31,1,69550,0,1,0,2,"SINGLE",0,2056,4357,53.6,4866,4,0,4,0,1,1000,1,506,16487.5,"MEDIUM"
"CU10308","JESSIKA","ANDERSON","NY","NorthEast","F","PROF-24","No",42,1,69376,1,1,1,1,"DIVORCED",0,0,25,53.81,0,2,4500,4,1,1,800,1,4500,25044,"HIGH"
"CU2714","ALTHA","MAYO","AK","West","F","Medical Doctor","No",31,1,63974,1,1,1,1,"MARRIED",0,1000,32,53.69,624,4,1300,4,1,3,700,2,250,22593.5,"HIGH"
"CU13730","CLIFTON","CAIN","MI","Midwest","M","Programmer/Developer","No",21,0,60685,3,0,0,3,"SINGLE",0,0,25,53.06,0,0,0,0,0,1,1000,1,0,12771.25,"LOW"
"CU7854","BRENTON","ROJAS","LA","South","M","Childcare Worker","No",33,1,69838,1,1,1,1,"MARRIED",0,0,25,53.06,0,0,700,0,1,0,1500,1,700,24259.5,"HIGH"
"CU12993","GABRIELE","ATKINSON","NY","NorthEast","F","First-line Manager","No",23,0,75409,5,1,1,5,"SINGLE",0,0,25,53.06,0,0,300,0,1,0,2500,1,300,23652.25,"HIGH"
"CU608","ALEJANDRO","PAULSON","CA","West","M","Secretary","No",27,1,72953,1,1,2,1,"DIVORCED",0,6574,568,53.46,634,2,2700,4,2,2,1500,0,1287,34438.25,"VERY HIGH"
"CU10025","DIRK","DYE","CA","West","M","DBA","No",36,0,72196,3,1,1,3,"DIVORCED",0,0,25,53.06,506,0,1840,0,1,1,1500,1,1840,27149,"HIGH"
"CU11680","JUAN","ROARK","NY","NorthEast","M","PROF-5","No",20,0,54836,0,0,0,2,"SINGLE",0,0,25,53.06,0,0,0,0,0,0,1500,4,0,16709,"MEDIUM"
"CU10706","RANDY","BARRON","NY","NorthEast","M","PROF-20","No",26,0,68436,3,1,1,3,"MARRIED",0,0,25,53.06,0,0,700,0,1,0,1000,1,700,25209,"HIGH"
"CU6752","ELEONOR","COLLIER","MI","Midwest","F","Author","No",68,1,62499,1,1,1,1,"WIDOWED",4315,14100,7467,54.47,18785,2,6300,5,1,2,800,2,3000,25924.75,"HIGH"
"CU6932","TYRELL","LOONEY","CA","West","M","PROF-30","No",48,1,65042,6,1,1,4,"SINGLE",0,0,25,53.09,592,2,547,1,1,0,800,1,547,16060.5,"MEDIUM"
"CU9555","ZACK","DANIEL","TX","Southwest","M","Not specified","No",33,0,69052,1,1,1,1,"DIVORCED",0,0,25,53.06,506,0,2000,0,1,1,1500,1,2000,29063,"HIGH"
"CU475","SIERRA","VANCE","IL","Midwest","F","PROF-58","No",54,0,68490,5,1,1,5,"DIVORCED",0,0,25,53.62,504,2,3000,4,1,1,2000,0,3000,25022.5,"HIGH"
"CU4188","TERRANCE","WORKMAN","MI","Midwest","M","PROF-25","No",32,0,60341,1,1,0,4,"SINGLE",0,0,25,53.06,506,0,0,0,0,1,700,3,0,18285.25,"MEDIUM"
"CU12337","IAN","BELL","MS","South","M","PROF-3","No",20,0,76895,3,0,0,3,"SINGLE",0,0,25,53.06,0,1,0,0,0,0,1500,4,0,16723.75,"MEDIUM"
"CU4603","FERNANDO","GUY","CA","West","M","Nurse","No",48,1,60045,3,1,1,3,"MARRIED",0,0,25,53.08,623,1,729,1,1,1,1700,3,729,20311.25,"MEDIUM"
"CU7694","FRANSISCA","HIGH","NY","NorthEast","F","Sales Representative","No",23,0,58592,1,1,1,1,"SINGLE",0,0,25,53.07,0,0,448,1,1,0,2500,1,448,25448,"HIGH"
"CU6846","EDISON","CONTRERAS","CA","West","M","Nurse","No",67,1,61085,0,1,0,2,"SINGLE",0,0,25,53.06,504,0,0,0,0,0,800,1,0,17971.25,"MEDIUM"
"CU5916","LEZLIE","PEDERSEN","NY","NorthEast","F","Software Engineer","No",44,1,65190,2,1,1,2,"MARRIED",0,15900,7702,57.47,8868,2,10000,6,1,4,500,0,2800,22697.5,"HIGH"
"CU3229","USHA","BEAULIEU","MN","West","F","IT Staff","No",37,1,57638,1,1,1,1,"MARRIED",0,22700,18779,53.35,23870,4,6000,3,1,3,900,3,3700,21609.5,"MEDIUM"
"CU10180","GARTH","PICKENS","MN","West","M","Nurse","No",18,0,63053,3,1,1,3,"SINGLE",0,0,25,53.07,0,0,176,1,1,0,1000,1,176,23063.25,"HIGH"
"CU10989","FRED","COYLE","NY","NorthEast","M","PROF-1","No",31,0,65007,1,1,1,1,"SINGLE",0,0,25,53.06,0,0,633,0,1,0,600,1,633,27851.75,"HIGH"
"CU8662","TAMMIE","FIGUEROA","NY","NorthEast","F","Homemaker","No",31,1,66889,1,1,1,4,"DIVORCED",0,0,25,53.26,0,4,2600,3,1,0,1000,1,2600,24822.25,"HIGH"
"CU1371","ROBIN","HOGUE","NY","NorthEast","M","PROF-5","No",31,0,61758,3,1,0,3,"SINGLE",0,0,25,53.06,503,0,0,0,0,0,1000,2,0,14039.5,"MEDIUM"
"CU6818","ANDERSON","GORMAN","CA","West","M","PROF-32","No",46,0,61703,1,1,1,1,"MARRIED",0,0,25,53.06,506,0,1300,0,1,1,1500,1,1300,28525.75,"HIGH"
"CU12217","SYDNEY","LANDERS","CA","West","M","DBA","No",34,0,65080,1,1,1,1,"MARRIED",0,1550,1291,53.13,1304,18,1200,2,1,3,1500,4,1200,28170,"HIGH"
"CU10228","MATT","BAGLEY","NY","NorthEast","M","PROF-33","No",27,0,59135,3,1,1,3,"MARRIED",0,1600,303,53.3,548,3,1000,3,1,3,1000,3,300,22983.75,"HIGH"
"CU5589","SAMIRA","CHIN","NC","South","F","Author","No",76,1,62786,6,1,1,4,"MARRIED",0,1201,2459,53.2,3018,2,1050,3,1,3,700,0,1,18296.5,"MEDIUM"
"CU8819","ISAIAH","FLYNN","NY","NorthEast","M","Programmer/Developer","No",22,0,59513,3,0,0,3,"SINGLE",0,0,25,53.06,0,0,0,0,0,0,1500,1,0,12578.25,"LOW"
"CU3039","CARLEEN","BENITEZ","NY","NorthEast","F","Homemaker","No",41,1,65586,1,1,1,1,"MARRIED",0,0,25,53.06,504,0,6000,0,1,0,500,2,6000,23996.5,"HIGH"
"CU493","JACQUES","ATWOOD","OH","Midwest","M","Waiter/Waitress","No",49,1,72753,1,1,1,1,"DIVORCED",0,0,32,54.83,571,11,2100,5,1,1,1500,4,2100,26588.25,"HIGH"
"CU4923","SYLVESTER","REEDER","CA","West","M","Cashier","No",38,0,62801,0,1,0,2,"SINGLE",0,0,25,53.01,525,11,0,2,0,1,500,3,0,20500.25,"MEDIUM"
"CU2410","LAURENCE","BAER","CA","West","F","Cashier","No",49,1,71744,1,1,1,1,"DIVORCED",5378,7300,13334,54.23,19225,11,3070,5,1,6,1400,2,1500,26336,"HIGH"
"CU740","KANDACE","VICK","CA","West","F","Author","No",72,1,60513,3,1,1,4,"MARRIED",0,2151,4103,53.62,7226,1,1509,4,1,1,1500,0,531,23328.25,"HIGH"
"CU3093","DOUGLAS","PHIPPS","NV","Southwest","M","PROF-32","No",56,0,61661,0,1,0,2,"SINGLE",0,0,25,53.17,593,0,0,2,0,1,500,2,0,22015.25,"HIGH"
"CU9156","MAYNARD","HOGUE","NY","NorthEast","M","PROF-18","No",17,0,66900,0,0,0,2,"SINGLE",0,0,25,53.06,0,0,0,0,0,0,1000,1,0,19425,"MEDIUM"
"CU1161","DARWIN","SEYMOUR","CA","West","M","PROF-6","No",26,1,63049,0,1,0,4,"SINGLE",0,601,2095,53.14,2628,13,0,2,0,2,500,0,0,15362.25,"MEDIUM"
"CU8633","EMANUEL","SUGGS","CA","West","M","Cashier","No",41,1,60409,3,1,1,4,"DIVORCED",0,0,7027,53.18,7897,3,3800,3,1,0,800,1,3800,20202.25,"MEDIUM"
"CU8920","SAMIRA","TRIPLETT","NY","NorthEast","F","Technical Writer","No",30,1,63132,1,1,1,1,"MARRIED",0,201,619,53.13,631,8,1000,2,1,1,1000,1,1000,22283,"HIGH"
"CU513","JARRETT","BAIRD","WA","West","M","Cashier","No",51,0,71120,3,1,1,4,"DIVORCED",0,0,25,53.06,504,0,2000,0,1,1,1000,0,2000,28880,"HIGH"
"CU15745","MISTI","SPRAGUE","CA","West","F","PROF-46","No",38,0,74542,1,1,0,1,"SINGLE",6705,0,7634,53.26,14368,2,0,3,0,0,2500,4,0,20935.5,"MEDIUM"
"CU3976","LENARD","KELLY","MN","West","M","PROF-29","No",43,0,61165,4,1,2,4,"MARRIED",0,0,25,53.08,0,1,800,1,2,0,900,3,800,33591.25,"VERY HIGH"
"CU5206","ARLETTE","FRANKLIN","MI","Midwest","F","PROF-6","No",28,1,58142,5,1,2,5,"DIVORCED",0,5300,4126,53.47,4664,4,3000,4,2,4,1500,0,900,24835.5,"HIGH"
"CU12026","RUBI","FITZPATRICK","MI","Midwest","F","Fireman","No",33,1,73569,5,1,1,5,"MARRIED",0,1350,361,53.05,390,15,1800,2,1,2,1500,2,1800,19192.25,"MEDIUM"
"CU14493","VICENTE","ZAPATA","FL","South","M","Programmer/Developer","No",22,0,57313,3,0,0,3,"SINGLE",0,0,25,53.03,0,3,0,2,0,1,1000,1,0,12028.25,"LOW"
"CU10208","PABLO","BENJAMIN","CA","West","M","Programmer/Developer","No",25,0,62105,3,1,0,3,"SINGLE",783,300,1293,53.17,2171,5,0,2,0,2,1000,1,0,13526.25,"LOW"
"CU4102","ALFONZO","VILLANUEVA","MI","Midwest","M","PROF-25","No",31,1,66417,4,1,1,4,"MARRIED",0,0,25,53.12,508,0,5000,2,1,1,3500,3,5000,18704.25,"MEDIUM"
"CU1202","ROLLAND","SHEA","NY","NorthEast","M","Veterinarian","No",38,1,55182,0,1,1,4,"MARRIED",0,3060,2400,53.7,3746,13,1089,4,1,2,1400,0,960,24595.5,"HIGH"
"CU8212","LAWERENCE","ESPINOZA","NY","NorthEast","M","Programmer/Developer","No",23,0,58283,3,0,0,3,"SINGLE",0,0,25,53.06,0,0,0,0,0,1,1000,1,0,12370.75,"LOW"
"CU4090","RICH","HANCOCK","CA","West","M","Waiter/Waitress","No",0,0,62089,0,1,1,2,"MARRIED",0,0,25,53.02,509,18,787,2,1,1,1000,3,787,0,"LOW"
"CU2870","JERROD","BECKER","UT","Southwest","M","Bank Teller","No",50,1,60129,1,1,1,1,"DIVORCED",0,7225,25,53.16,1747,2,2500,2,1,4,1000,2,1625,23532.25,"HIGH"
"CU13042","PIEDAD","JONES","NY","NorthEast","F","IT Staff","No",42,1,72173,1,1,1,1,"MARRIED",0,900,305,53.53,1520,2,1200,4,1,3,1500,1,250,25743.25,"HIGH"
"CU15084","ELIJAH","VANG","NY","NorthEast","M","PROF-44","No",27,0,71832,3,1,1,3,"SINGLE",0,0,25,53.07,0,0,280,1,1,0,1000,1,280,26158,"HIGH"
"CU3913","LLOYD","SEXTON","CA","West","M","Fireman","No",43,1,63643,0,1,0,2,"SINGLE",64674,0,25,56.71,65300,15,0,6,0,3,900,3,0,16210.75,"MEDIUM"
"CU6304","CASEY","NEWTON","MI","Midwest","M","IT Staff","No",42,1,62358,0,1,0,2,"SINGLE",0,0,25,53.08,720,1,0,1,0,0,500,0,0,15789.5,"MEDIUM"
"CU726","LUISA","HUNT","NY","NorthEast","F","IT Staff","No",69,1,88555,1,1,1,1,"OTHER",27449,23000,25,55.06,30329,1,15000,5,1,1,5000,0,5000,32538.75,"VERY HIGH"
"CU1427","GERALD","SOSA","CA","West","M","Truck Driver","No",60,0,63088,3,1,0,3,"SINGLE",0,0,25,53.08,611,1,0,1,0,1,1500,2,0,17272,"MEDIUM"
"CU848","ANTONINA","BONILLA","CA","West","F","Publisher","No",54,0,66390,1,1,1,1,"WIDOWED",14343,20500,9943,53.36,26330,4,6500,3,1,2,1300,6,4000,30497.5,"VERY HIGH"
"CU12406","BURL","PARRIS","NY","NorthEast","M","Sales Representative","No",20,0,64895,3,1,1,3,"MARRIED",0,750,916,53.09,925,9,700,1,1,3,1000,1,700,23723.75,"HIGH"
"CU1141","BARBARA","DOUGHERTY","NY","NorthEast","F","Waiter/Waitress","No",69,0,70805,1,1,2,1,"DIVORCED",0,8450,13752,54.31,13972,3,3500,5,2,6,1500,0,3500,43101.25,"VERY HIGH"
"CU6623","EMERSON","BELTRAN","NY","NorthEast","M","School Teacher","No",49,1,69702,0,1,0,2,"SINGLE",0,4309,1321,53.01,1828,4,0,2,0,1,800,1,1959,18325.5,"MEDIUM"
"CU10020","TRACEY","WHITNEY","NY","NorthEast","M","IT Staff","No",27,1,75571,1,1,1,1,"DIVORCED",0,0,25,53.11,679,14,2500,2,1,1,1500,1,2500,25092.75,"HIGH"
"CU2703","MILLY","CRENSHAW","MI","Midwest","F","Not specified","No",40,1,63334,1,1,1,1,"DIVORCED",580,6700,2166,54.08,29373,2,3700,5,1,2,500,2,1200,23333.5,"HIGH"
"CU885","NEAL","SALINAS","CA","West","M","Lab Technician","No",73,1,61102,1,1,1,1,"MARRIED",0,0,3307,53.28,3998,2,874,3,1,1,1300,0,874,26075.5,"HIGH"
"CU3239","KEIKO","MABRY","CA","West","F","IT Staff","No",50,1,80956,1,1,1,1,"WIDOWED",0,6501,25,53.94,760,1,5000,4,1,4,2000,3,5000,28739,"HIGH"
"CU3441","GALE","RILEY","CA","West","M","School Teacher","No",46,0,61654,3,1,1,3,"MARRIED",0,300,625,53.1,2122,1,1000,2,1,2,500,2,1000,25513.5,"HIGH"
"CU7412","BERRY","OAKLEY","CA","West","F","Software Engineer","No",55,0,58398,1,1,1,1,"WIDOWED",0,2201,25,53.08,431,0,7000,1,1,1,3500,1,7000,28599.5,"HIGH"
"CU3147","BERNIE","HILL","MI","Midwest","M","Nurse","No",43,0,71740,0,1,0,2,"SINGLE",0,1956,25,53.74,717,1,0,4,0,1,2500,3,506,23235,"HIGH"
"CU14708","JUDE","COOLEY","NY","NorthEast","M","Programmer/Developer","No",20,0,64194,3,1,1,3,"SINGLE",0,650,25,53.39,0,7,250,4,1,2,1000,1,250,23548.5,"HIGH"
"CU3461","ANTONIA","SHEETS","NV","Southwest","M","PROF-38","No",40,1,70484,0,1,0,2,"SINGLE",0,8900,7549,53.78,8282,12,0,4,0,4,1500,2,3500,17621,"MEDIUM"
"CU8520","DONOVAN","DURAN","CA","West","M","Cashier","No",43,1,68781,1,1,1,1,"MARRIED",26370,4450,25,54.29,29042,13,1000,5,1,2,900,1,1800,24995.25,"HIGH"
"CU4009","HUEY","LILLY","CA","West","M","Mason","No",52,0,61029,0,1,0,2,"SINGLE",0,0,25,53.06,506,0,0,0,0,0,500,3,0,21457.25,"MEDIUM"
"CU3587","OCTAVIO","FENTON","MI","Midwest","M","Construction Laborer","No",43,0,68734,0,1,1,2,"MARRIED",0,0,25,53.06,529,0,780,0,1,1,900,3,780,32483.5,"VERY HIGH"
"CU6758","MASON","ALONZO","NY","NorthEast","M","Administrative Assistant","No",62,1,56578,0,1,1,2,"WIDOWED",0,4040,19357,54.07,20226,0,5000,5,1,1,3000,1,1290,26344.5,"HIGH"
"CU14746","ROMAN","LILES","NY","NorthEast","M","PROF-26","No",21,0,59885,3,1,1,3,"MARRIED",0,500,25,53.53,224,12,1500,4,1,2,1500,1,1500,22571.25,"HIGH"
"CU13188","ABEL","RUBIO","NC","South","M","Programmer/Developer","No",19,1,63492,3,1,1,3,"SINGLE",0,0,25,53.09,0,3,250,1,1,1,1000,1,250,18273,"MEDIUM"
"CU14965","MEGHANN","MATLOCK","CA","West","F","Cashier","No",34,0,62654,1,1,1,1,"DIVORCED",0,2100,1367,52.96,1375,2,3500,2,1,1,2000,1,3500,27563.5,"HIGH"
"CU15852","ALDEN","RICHMOND","CA","West","M","PROF-12","No",25,0,66813,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,330,0,1,0,1500,4,330,24703.25,"HIGH"
"CU6275","LESTER","FLETCHER","MI","Midwest","M","Not specified","No",50,0,61384,2,1,1,2,"MARRIED",0,0,25,53.28,2793,4,800,3,1,0,900,0,800,27346,"HIGH"
"CU12404","REFUGIO","BURKS","CA","West","M","Nurse","No",31,0,58545,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,170,0,1,0,700,1,170,23236.25,"HIGH"
"CU14487","RODNEY","DORAN","CA","West","M","Waiter/Waitress","No",28,0,71198,3,1,0,3,"SINGLE",0,500,288,53.05,311,2,0,2,0,2,1000,3,0,16099.5,"MEDIUM"
"CU9791","ETHELENE","HYATT","DC","NorthEast","F","Cashier","No",55,0,59176,1,1,1,1,"MARRIED",0,0,25,53.34,564,2,900,3,1,1,800,1,900,28794,"HIGH"
"CU8696","LEESA","BRADSHAW","CA","West","F","Secretary","No",39,1,58644,1,1,1,1,"DIVORCED",0,1950,25,53.21,265,1,2000,3,1,1,1000,1,350,22061,"HIGH"
"CU4715","DANA","HACKETT","CA","West","M","Waiter/Waitress","No",37,1,65744,3,1,1,3,"MARRIED",0,900,608,53.11,1115,10,1066,2,1,3,900,3,1066,20636,"MEDIUM"
"CU4020","ALVIN","KENNEDY","NY","NorthEast","M","Administrative Assistant","No",48,1,64175,0,1,0,2,"SINGLE",2836,14000,7776,53.81,11201,8,0,4,0,5,700,3,5000,16843.75,"MEDIUM"
"CU6365","KATTIE","LYLES","NC","South","F","Author","No",54,1,57293,6,1,2,4,"DIVORCED",45524,8500,25,55.29,0,9,3500,5,2,1,1200,0,1400,24723.25,"HIGH"
"CU7974","BYRON","CLEVENGER","FL","South","M","Nurse","No",27,0,64028,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,205,0,1,0,1000,1,205,24207,"HIGH"
"CU5712","MARCUS","BLANTON","MI","Midwest","M","Software Engineer","No",69,1,67081,1,1,0,4,"SINGLE",0,0,25,53.06,554,0,0,0,0,1,600,0,0,18670.25,"MEDIUM"
"CU14018","CRISTIN","LOFTON","MO","Midwest","F","PROF-30","No",67,1,74018,5,1,1,5,"MARRIED",0,1400,25,53.59,5409,3,1780,4,1,3,1500,1,1780,22704.5,"HIGH"
"CU11034","LESTER","ALLISON","NY","NorthEast","M","Accountant","No",28,0,67283,3,1,1,3,"SINGLE",0,0,25,53.07,0,1,600,1,1,0,1500,1,600,25120.75,"HIGH"
"CU3197","ANGEL","PLATT","CA","West","M","PROF-24","No",41,0,69999,3,1,1,3,"DIVORCED",0,4900,3375,54.61,4643,3,3600,5,1,1,800,8,850,27099.75,"HIGH"
"CU11501","BILL","MIZE","CA","West","M","First-line Manager","No",25,1,57415,3,1,1,3,"MARRIED",0,500,25,53.8,667,8,1500,4,1,2,1500,1,1500,17353.75,"MEDIUM"
"CU3044","SHELIA","BARTH","WA","West","F","Cashier","No",49,1,65520,1,1,1,1,"MARRIED",0,0,25,53.07,514,1,1012,1,1,1,1000,2,1012,24780,"HIGH"
"CU9404","LENNA","DUGAN","IL","Midwest","F","Bank Teller","No",21,1,69868,5,1,1,5,"MARRIED",0,0,25,53.06,0,0,1500,0,1,0,1000,1,1500,17067,"MEDIUM"
"CU9988","HILARIO","ELLER","MI","Midwest","M","PROF-2","No",18,1,64887,3,1,1,3,"SINGLE",0,0,25,53.07,0,0,600,1,1,0,1000,1,600,18521.75,"MEDIUM"
"CU12672","ALISON","BUTCHER","MI","Midwest","F","PROF-7","No",41,0,66765,1,1,1,1,"MARRIED",0,400,140,53.1,152,4,1350,2,1,2,700,1,1350,29291.25,"HIGH"
"CU14893","BRICE","KENT","NY","NorthEast","M","PROF-29","No",20,0,66250,3,1,1,3,"MARRIED",0,200,25,53.07,0,1,1000,1,1,1,1000,1,1000,24062.5,"HIGH"
"CU2491","UTE","RAMOS","CA","West","F","PROF-30","No",55,1,62741,1,1,1,1,"MARRIED",0,0,25,53.1,534,3,1700,2,1,1,500,1,1700,24685.25,"HIGH"
"CU12216","DEAN","BOWEN","NY","NorthEast","M","PROF-3","No",33,0,59108,3,1,1,3,"SINGLE",0,0,25,53.07,0,1,350,1,1,0,600,4,350,23577,"HIGH"
"CU5319","MELVIN","SHERWOOD","CA","West","M","Nurse","No",34,0,69742,0,1,1,2,"DIVORCED",0,0,25,53.17,504,0,3000,2,1,1,900,0,3000,31835.5,"VERY HIGH"
"CU15879","MICHEL","MCKEE","UT","Southwest","M","Technical Writer","No",26,0,61674,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,300,0,1,0,1500,5,300,23518.5,"HIGH"
"CU2269","BECKI","HELM","MO","Midwest","F","Cashier","No",44,0,65418,1,1,1,1,"DIVORCED",0,5100,3298,53.19,3822,3,2000,3,1,4,1000,2,1500,29254.5,"HIGH"
"CU7814","RAFAEL","GREENBERG","NY","NorthEast","M","Administrative Assistant","No",0,0,58456,0,1,0,2,"SINGLE",0,0,25,53.08,579,1,0,1,0,0,1200,1,0,0,"LOW"
"CU12180","DUANE","BRYSON","NY","NorthEast","M","Dentist","No",44,0,62560,3,1,1,3,"MARRIED",0,0,116,53.07,123,4,900,1,1,1,600,4,900,25540,"HIGH"
"CU8450","CARTER","BERNIER","NV","Southwest","M","Professor","No",24,0,70993,3,1,1,3,"SINGLE",0,0,25,53.06,0,1,533,0,1,0,1500,1,533,25648.25,"HIGH"
"CU2536","GERMAN","FRIEDMAN","NY","NorthEast","M","PROF-57","No",33,0,59065,0,0,0,2,"SINGLE",0,0,25,53.06,0,0,0,0,0,0,900,2,0,19066.25,"MEDIUM"
"CU4153","STACY","ROSALES","MI","Midwest","M","PROF-38","No",32,1,63222,6,1,1,4,"DIVORCED",0,0,25,52.48,933,1,2000,2,1,1,1000,3,2000,14005.5,"MEDIUM"
"CU10477","OMAR","MAGUIRE","MI","Midwest","M","First-line Manager","No",21,0,57733,3,1,1,3,"SINGLE",0,0,281,53.05,292,4,250,2,1,1,1000,1,250,22033.25,"HIGH"
"CU13221","ILANA","STEWART","LA","South","F","Veterinarian","No",39,0,77971,1,1,1,1,"DIVORCED",0,0,25,53.06,0,0,4663,0,1,1,3500,1,4663,31892.75,"VERY HIGH"
