"PART_SN","DEFECTIVE","TORQUE_DEVIATION_PSI","OXIDE_CHROMATE_DPI","PAINT_PSI","DRYING_TIME_MIN","SOURCE","AMT_COATING","NOZZLE_PRESS_PSI","PAINT_ROBOT_NUM","EDUCATION_NUM","OPERATOR","EQUIPMENT","HOURS_PER_WEEK","SUPPLIER","SHIFT","GENDER"
875,"0",0,1225.5,50,108,"U.S.",50,305874,"AUTO_PAINT_B",10,"BECKETTON","AUTO_PAINT_B",40,"BEST_PAINT","1ST_SHIFT","MALE"
876,"0",0,1225.3,30,54,"U.S.",50,24395,"AUTO_PAINT_C",10,"?","AUTO_PAINT_C",20,"BEST_PAINT","?","FEMALE"
877,"0",0,1024.47,47,76,"U.S.",68,403489,"AUTO_PAINT_B",7,"BECKETTON","AUTO_PAINT_B",40,"ACME_INC","1ST_SHIFT","MALE"
878,"0",0,1296.41,41,89,"U.S.",74,328518,"AUTO_PAINT_A",11,"RAMIREZ","AUTO_PAINT_A",30,"BEST_PAINT","2ND_SHIFT","MALE"
879,"0",0,1444.73,73,211,"U.S.",156,227714,"ROBO_PAINT_22",13,"OBRIEN","ROBO_PAINT_22",60,"SHERWIN_PNT","1ST_SHIFT","MALE"
880,"0",0,1225.5,50,108,"Laos",60,303296,"ROBO_PAINT_6",10,"HANNER","ROBO_PAINT_6",40,"SHERWIN_PNT","1ST_SHIFT","FEMALE"
881,"0",0,1156.49,49,97,"Mexico",61,213921,"AUTO_PAINT_B",9,"MALAKY","AUTO_PAINT_B",40,"BEST_PAINT","1ST_SHIFT","MALE"
882,"0",0,1225.5,50,108,"Cuba",115,213408,"AUTO_PAINT_C",10,"OBRIEN","AUTO_PAINT_C",40,"ACME_INC","1ST_SHIFT","FEMALE"
883,"0",0,1444.83,83,246,"U.S.",153,162034,"ROBO_PAINT_22",13,"OBRIEN","ROBO_PAINT_22",70,"SHERWIN_PNT","1ST_SHIFT","MALE"
884,"0",0,1156.49,49,97,"U.S.",61,199172,"ROBO_PAINT_6",9,"BARGER","ROBO_PAINT_6",40,"SHERWIN_PNT","3RD_SHIFT","FEMALE"
885,"1",0,1444.53,53,140,"U.S.",114,105138,"ROBO_PAINT_22",13,"LOPEZ","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
526,"0",0,1156.49,49,97,"Mexico",54,385540,"ROBO_PAINT_22",9,"OBRIEN","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
527,"1",0,1521.74,74,227,"U.S.",119,265706,"AUTO_PAINT_C",14,"OBRIEN","AUTO_PAINT_C",60,"BEST_PAINT","1ST_SHIFT","MALE"
528,"0",0,1444.68,68,193,"U.S.",101,176969,"ROBO_PAINT_14",13,"BRADY","ROBO_PAINT_14",55,"BEST_PAINT","1ST_SHIFT","MALE"
529,"0",0,1156.47,47,92,"U.S.",56,557082,"ROBO_PAINT_14",9,"HANNER","ROBO_PAINT_14",38,"BEST_PAINT","1ST_SHIFT","FEMALE"
530,"0",1506,1158,200,97,"U.S.",1616,48120,"AUTO_PAINT_C",9,"BECKETTON","AUTO_PAINT_C",40,"BEST_PAINT","1ST_SHIFT","FEMALE"
531,"1",15024,1536.66,1566,189,"?",15171,187720,"ROBO_PAINT_22",14,"OBRIEN","ROBO_PAINT_22",50,"SHERWIN_PNT","1ST_SHIFT","MALE"
532,"0",0,1444.53,53,140,"Phil.",146,338105,"ROBO_PAINT_22",13,"HANNER","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
533,"0",0,1089.59,59,110,"U.S.",52,51961,"AUTO_PAINT_A",8,"OBRIEN","AUTO_PAINT_A",51,"BEST_PAINT","1ST_SHIFT","MALE"
534,"1",99999,1700.65,10065,203,"Phil.",100202,269068,"ROBO_PAINT_22",15,"RAMIREZ","ROBO_PAINT_22",50,"SHERWIN_PNT","2ND_SHIFT","MALE"
535,"0",0,1225.5,50,108,"U.S.",103,46870,"ROBO_PAINT_14",10,"BRADY","ROBO_PAINT_14",40,"ACME_INC","1ST_SHIFT","FEMALE"
536,"1",0,1225.7,70,162,"U.S.",125,63000,"ROBO_PAINT_22",10,"OBRIEN","ROBO_PAINT_22",60,"SHERWIN_PNT","1ST_SHIFT","MALE"
537,"0",0,1444.53,53,140,"U.S.",85,131777,"ROBO_PAINT_22",13,"?","ROBO_PAINT_22",40,"SHERWIN_PNT","?","MALE"
538,"1",0,1369.52,52,130,"U.S.",84,213195,"ROBO_PAINT_6",12,"HANNER","ROBO_PAINT_6",40,"SHERWIN_PNT","3RD_SHIFT","FEMALE"
539,"1",0,1369.52,52,130,"U.S.",156,162576,"ROBO_PAINT_22",12,"LOPEZ","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
540,"0",0,1156.47,47,92,"U.S.",92,126094,"ROBO_PAINT_22",9,"BRADY","ROBO_PAINT_22",38,"SHERWIN_PNT","2ND_SHIFT","MALE"
541,"0",0,784.43,43,32,"El-Sal.",24,226267,"AUTO_PAINT_A",3,"CHRISTIAN","AUTO_PAINT_A",40,"CARTER","1ST_SHIFT","MALE"
542,"1",0,1156.59,59,122,"U.S.",113,148953,"ROBO_PAINT_22",9,"BECKETTON","ROBO_PAINT_22",50,"SHERWIN_PNT","1ST_SHIFT","MALE"
543,"0",0,841.44,44,43,"U.S.",53,133436,"ROBO_PAINT_14",4,"JOHNSKY","ROBO_PAINT_14",40,"ACME_INC","1ST_SHIFT","FEMALE"
544,"0",0,1156.49,49,97,"?",72,209317,"ROBO_PAINT_14",9,"BRADY","ROBO_PAINT_14",40,"AHERN_PAINT_SUPPLIES","1ST_SHIFT","MALE"
545,"1",7688,1377.41,841,194,"Germany",7805,183898,"ROBO_PAINT_22",12,"CHRISTIAN","ROBO_PAINT_22",60,"SHERWIN_PNT","1ST_SHIFT","MALE"
546,"0",0,1369.37,37,81,"Iran",168,101128,"ROBO_PAINT_14",12,"MALAKY","ROBO_PAINT_14",25,"CARTER","1ST_SHIFT","MALE"
547,"0",0,1225.5,50,108,"U.S.",113,131826,"ROBO_PAINT_22",10,"SCHILLER","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
548,"0",0,1156.59,59,122,"U.S.",131,206532,"ROBO_PAINT_22",9,"CHRISTIAN","ROBO_PAINT_22",50,"SHERWIN_PNT","1ST_SHIFT","MALE"
549,"0",0,1156.44,44,85,"U.S.",72,101283,"ROBO_PAINT_14",9,"SCHILLER","ROBO_PAINT_14",35,"BEST_PAINT","1ST_SHIFT","FEMALE"
550,"0",0,961.51,51,73,"U.S.",50,117983,"AUTO_PAINT_C",6,"MALAKY","AUTO_PAINT_C",45,"ACME_INC","1ST_SHIFT","FEMALE"
551,"1",0,1225.5,50,108,"U.S.",130,284129,"ROBO_PAINT_22",10,"CHRISTIAN","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
552,"0",0,1156.49,49,97,"U.S.",72,178835,"ROBO_PAINT_14",9,"HANNER","ROBO_PAINT_14",40,"BEST_PAINT","1ST_SHIFT","MALE"
553,"0",0,1156.37,37,68,"U.S.",63,219267,"AUTO_PAINT_C",9,"MALAKY","AUTO_PAINT_C",28,"BEST_PAINT","1ST_SHIFT","FEMALE"
554,"0",0,1156.49,49,97,"U.S.",56,143062,"AUTO_PAINT_B",9,"HANNER","AUTO_PAINT_B",40,"BEST_PAINT","WEEKEND_A","FEMALE"
555,"0",0,1225.65,65,149,"U.S.",113,240356,"ROBO_PAINT_14",10,"OBRIEN","ROBO_PAINT_14",55,"ACME_INC","1ST_SHIFT","FEMALE"
556,"0",1506,1158.1,210,122,"U.S.",1598,283116,"AUTO_PAINT_C",9,"CHRISTIAN","AUTO_PAINT_C",50,"ACME_INC","1ST_SHIFT","FEMALE"
557,"0",0,1225.5,50,108,"U.S.",50,124242,"AUTO_PAINT_B",10,"?","AUTO_PAINT_B",40,"BEST_PAINT","?","FEMALE"
558,"0",0,1225.75,75,176,"U.S.",130,145879,"ROBO_PAINT_22",10,"OBRIEN","ROBO_PAINT_22",65,"SHERWIN_PNT","1ST_SHIFT","MALE"
559,"0",0,1156.49,49,97,"U.S.",74,309350,"ROBO_PAINT_22",9,"HANNER","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
560,"0",0,1225.25,25,41,"U.S.",45,212936,"AUTO_PAINT_B",10,"MALAKY","AUTO_PAINT_B",15,"BEST_PAINT","1ST_SHIFT","MALE"
561,"0",0,1225.6,60,135,"U.S.",88,217274,"ROBO_PAINT_22",10,"JOHNSKY","ROBO_PAINT_22",50,"SHERWIN_PNT","1ST_SHIFT","MALE"
562,"1",0,1225.6,60,135,"U.S.",100,187702,"ROBO_PAINT_14",10,"BRADY","ROBO_PAINT_14",50,"BEST_PAINT","1ST_SHIFT","MALE"
563,"1",0,1156.54,54,109,"U.S.",97,295510,"ROBO_PAINT_22",9,"BRADY","ROBO_PAINT_22",45,"SHERWIN_PNT","1ST_SHIFT","MALE"
564,"1",0,1156.49,49,97,"U.S.",97,456236,"ROBO_PAINT_22",9,"CHRISTIAN","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
565,"0",0,1156.19,19,24,"U.S.",155,277588,"ROBO_PAINT_22",9,"OBRIEN","ROBO_PAINT_22",10,"SHERWIN_PNT","1ST_SHIFT","MALE"
566,"0",0,961.07,7,2,"U.S.",111,260669,"ROBO_PAINT_14",6,"MALAKY","ROBO_PAINT_14",1,"ACME_INC","1ST_SHIFT","FEMALE"
567,"0",0,1156.45,45,87,"U.S.",50,127647,"AUTO_PAINT_B",9,"MALAKY","AUTO_PAINT_B",36,"BEST_PAINT","1ST_SHIFT","FEMALE"
568,"0",0,1444.53,53,140,"U.S.",127,103984,"AUTO_PAINT_C",13,"BRADY","AUTO_PAINT_C",40,"ACME_INC","WEEKEND_B","FEMALE"
569,"0",0,1444.33,33,70,"U.S.",81,257574,"ROBO_PAINT_14",13,"HANNER","ROBO_PAINT_14",20,"BEST_PAINT","2ND_SHIFT","FEMALE"
570,"0",0,1156.59,59,122,"U.S.",106,225456,"AUTO_PAINT_A",9,"LOPEZ","AUTO_PAINT_A",50,"BEST_PAINT","1ST_SHIFT","MALE"
571,"1",0,1225.94,94,227,"U.S.",125,24013,"ROBO_PAINT_22",10,"BRADY","ROBO_PAINT_22",84,"SHERWIN_PNT","1ST_SHIFT","MALE"
572,"0",0,1156.39,39,73,"U.S.",45,305446,"AUTO_PAINT_B",9,"MALAKY","AUTO_PAINT_B",30,"BEST_PAINT","1ST_SHIFT","MALE"
573,"0",0,1225.5,50,108,"U.S.",83,221762,"ROBO_PAINT_14",10,"RAMIREZ","ROBO_PAINT_14",40,"BEST_PAINT","1ST_SHIFT","MALE"
574,"0",0,1156.49,49,97,"U.S.",77,209768,"ROBO_PAINT_22",9,"BRADY","ROBO_PAINT_22",40,"SHERWIN_PNT","2ND_SHIFT","MALE"
575,"1",0,1225.65,65,149,"U.S.",145,201112,"ROBO_PAINT_14",10,"HANNER","ROBO_PAINT_14",55,"ACME_INC","1ST_SHIFT","FEMALE"
576,"0",0,1156.49,49,97,"Mexico",56,220284,"AUTO_PAINT_C",9,"BECKETTON","AUTO_PAINT_C",40,"BEST_PAINT","1ST_SHIFT","MALE"
577,"0",0,1521.64,64,189,"U.S.",112,168387,"ROBO_PAINT_22",14,"RAMIREZ","ROBO_PAINT_22",50,"SHERWIN_PNT","3RD_SHIFT","MALE"
578,"1",15024,1240.72,1572,162,"U.S.",15099,154950,"ROBO_PAINT_22",10,"BRADY","ROBO_PAINT_22",60,"SHERWIN_PNT","1ST_SHIFT","MALE"
579,"0",0,1225.45,45,95,"U.S.",55,138542,"ROBO_PAINT_22",10,"SCHILLER","ROBO_PAINT_22",35,"SHERWIN_PNT","1ST_SHIFT","MALE"
580,"0",0,1225.28,28,49,"U.S.",73,334221,"ROBO_PAINT_14",10,"MALAKY","ROBO_PAINT_14",18,"BEST_PAINT","1ST_SHIFT","FEMALE"
581,"0",0,961.27,27,34,"U.S.",26,169658,"AUTO_PAINT_B",6,"MALAKY","AUTO_PAINT_B",21,"BEST_PAINT","1ST_SHIFT","FEMALE"
582,"1",0,1156.49,49,97,"Germany",108,73434,"ROBO_PAINT_6",9,"HANNER","ROBO_PAINT_6",40,"SHERWIN_PNT","1ST_SHIFT","FEMALE"
583,"0",0,1225.35,35,68,"U.S.",50,289944,"AUTO_PAINT_B",10,"MALAKY","AUTO_PAINT_B",25,"BEST_PAINT","1ST_SHIFT","FEMALE"
584,"0",0,1444.61,61,168,"?",146,199058,"ROBO_PAINT_22",13,"BRADY","ROBO_PAINT_22",48,"SHERWIN_PNT","1ST_SHIFT","MALE"
585,"0",0,1225.3,30,54,"U.S.",53,337766,"AUTO_PAINT_B",10,"RAMIREZ","AUTO_PAINT_B",20,"BEST_PAINT","WEEKEND_A","MALE"
586,"0",0,1444.53,53,140,"U.S.",104,290964,"ROBO_PAINT_14",13,"OBRIEN","ROBO_PAINT_14",40,"BEST_PAINT","1ST_SHIFT","FEMALE"
587,"0",0,1156.59,59,122,"U.S.",79,168675,"AUTO_PAINT_B",9,"BECKETTON","AUTO_PAINT_B",50,"AHERN_PAINT_SUPPLIES","1ST_SHIFT","MALE"
588,"0",0,1225.5,50,108,"U.S.",88,211115,"ROBO_PAINT_14",10,"BARGER","ROBO_PAINT_14",40,"BEST_PAINT","WEEKEND_A","MALE"
589,"1",0,1225.6,60,135,"U.S.",85,337587,"ROBO_PAINT_22",10,"RAMIREZ","ROBO_PAINT_22",50,"SHERWIN_PNT","1ST_SHIFT","MALE"
590,"0",0,1156.49,49,97,"U.S.",77,117983,"ROBO_PAINT_14",9,"HANNER","ROBO_PAINT_14",40,"BEST_PAINT","1ST_SHIFT","FEMALE"
591,"1",0,1681.76,76,259,"U.S.",208,289436,"ROBO_PAINT_22",16,"RAMIREZ","ROBO_PAINT_22",60,"SHERWIN_PNT","2ND_SHIFT","MALE"
592,"0",0,1601,100,344,"U.S.",105,212640,"ROBO_PAINT_14",15,"RAMIREZ","ROBO_PAINT_14",85,"BEST_PAINT","1ST_SHIFT","FEMALE"
593,"0",0,1156.44,44,85,"U.S.",43,219867,"AUTO_PAINT_A",9,"HANNER","AUTO_PAINT_A",35,"BEST_PAINT","1ST_SHIFT","FEMALE"
594,"0",0,1156.49,49,97,"U.S.",115,115851,"ROBO_PAINT_22",9,"CHRISTIAN","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
595,"0",0,1156.59,59,122,"U.S.",126,100776,"ROBO_PAINT_6",9,"OBRIEN","ROBO_PAINT_6",50,"SHERWIN_PNT","1ST_SHIFT","FEMALE"
596,"0",0,1156.54,54,109,"U.S.",95,121287,"ROBO_PAINT_14",9,"JOHNSKY","ROBO_PAINT_14",45,"ACME_INC","1ST_SHIFT","MALE"
597,"0",0,1369.52,52,130,"U.S.",75,181666,"AUTO_PAINT_B",12,"LOPEZ","AUTO_PAINT_B",40,"BEST_PAINT","1ST_SHIFT","FEMALE"
598,"0",0,1024.22,22,28,"U.S.",114,106910,"ROBO_PAINT_14",7,"?","ROBO_PAINT_14",15,"ACME_INC","?","FEMALE"
599,"0",0,961.61,61,89,"U.S.",56,99374,"ROBO_PAINT_22",6,"BECKETTON","ROBO_PAINT_22",55,"SHERWIN_PNT","1ST_SHIFT","MALE"
600,"0",0,1024.47,47,76,"U.S.",91,246936,"ROBO_PAINT_22",7,"MALAKY","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
601,"0",0,1156.49,49,97,"U.S.",119,208321,"ROBO_PAINT_22",9,"MALAKY","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
602,"0",0,1225.55,55,122,"U.S.",95,161141,"ROBO_PAINT_22",10,"LOPEZ","ROBO_PAINT_22",45,"SHERWIN_PNT","1ST_SHIFT","MALE"
603,"0",0,1156.44,44,85,"U.S.",45,176178,"AUTO_PAINT_B",9,"OBRIEN","AUTO_PAINT_B",35,"BEST_PAINT","1ST_SHIFT","FEMALE"
604,"0",0,1225.58,58,130,"U.S.",50,131611,"AUTO_PAINT_B",10,"HANNER","AUTO_PAINT_B",48,"BEST_PAINT","1ST_SHIFT","MALE"
605,"0",0,1156.51,51,102,"?",83,122265,"ROBO_PAINT_14",9,"?","ROBO_PAINT_14",42,"ACME_INC","?","FEMALE"
606,"0",0,1225.48,48,103,"U.S.",88,193241,"ROBO_PAINT_22",10,"HANNER","ROBO_PAINT_22",38,"SHERWIN_PNT","1ST_SHIFT","MALE"
607,"0",0,1444.53,53,140,"U.S.",140,233851,"ROBO_PAINT_14",13,"HANNER","ROBO_PAINT_14",40,"ACME_INC","1ST_SHIFT","FEMALE"
608,"0",5013,1161.5,550,97,"U.S.",5083,356882,"ROBO_PAINT_22",9,"JOHNSKY","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
609,"0",0,1156.39,39,73,"U.S.",131,216824,"ROBO_PAINT_22",9,"BREUSKI","ROBO_PAINT_22",30,"SHERWIN_PNT","2ND_SHIFT","MALE"
610,"0",0,1156.49,49,97,"U.S.",56,371987,"ROBO_PAINT_14",9,"HANNER","ROBO_PAINT_14",40,"ACME_INC","1ST_SHIFT","FEMALE"
611,"0",0,841.44,44,43,"U.S.",52,202956,"ROBO_PAINT_22",4,"CHRISTIAN","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
612,"0",0,1225.5,50,108,"U.S.",53,38771,"AUTO_PAINT_B",10,"HANNER","AUTO_PAINT_B",40,"BEST_PAINT","3RD_SHIFT","MALE"
613,"1",0,1156.54,54,109,"U.S.",83,188540,"ROBO_PAINT_22",9,"BRADY","ROBO_PAINT_22",45,"SHERWIN_PNT","1ST_SHIFT","MALE"
614,"0",0,1225.5,50,108,"U.S.",90,156400,"AUTO_PAINT_C",10,"HANNER","AUTO_PAINT_C",40,"ACME_INC","1ST_SHIFT","FEMALE"
615,"0",0,1156.49,49,97,"U.S.",81,206521,"ROBO_PAINT_14",9,"JOHNSKY","ROBO_PAINT_14",40,"BEST_PAINT","1ST_SHIFT","MALE"
616,"1",0,1369.47,47,113,"U.S.",75,136450,"ROBO_PAINT_6",12,"HANNER","ROBO_PAINT_6",35,"SHERWIN_PNT","2ND_SHIFT","FEMALE"
617,"1",0,1156.49,49,97,"U.S.",99,174283,"ROBO_PAINT_22",9,"CHRISTIAN","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
618,"1",8614,1378.13,913,130,"U.S.",8740,341204,"AUTO_PAINT_C",12,"RAMIREZ","AUTO_PAINT_C",40,"ACME_INC","1ST_SHIFT","FEMALE"
619,"1",0,1444.53,53,140,"U.S.",101,153005,"ROBO_PAINT_22",13,"RAMIREZ","ROBO_PAINT_22",40,"SHERWIN_PNT","3RD_SHIFT","MALE"
620,"0",0,1156.49,49,97,"Colum.",70,229946,"ROBO_PAINT_22",9,"RAMIREZ","ROBO_PAINT_22",40,"SHERWIN_PNT","2ND_SHIFT","MALE"
621,"0",0,1521.59,59,170,"U.S.",116,201988,"ROBO_PAINT_22",14,"RAMIREZ","ROBO_PAINT_22",45,"SHERWIN_PNT","1ST_SHIFT","MALE"
622,"0",0,1225.3,30,54,"U.S.",55,196280,"AUTO_PAINT_B",10,"?","AUTO_PAINT_B",20,"BEST_PAINT","?","FEMALE"
623,"0",0,1225.3,30,54,"U.S.",68,189974,"AUTO_PAINT_B",10,"HANNER","AUTO_PAINT_B",20,"ACME_INC","1ST_SHIFT","FEMALE"
624,"0",0,1156.49,49,97,"U.S.",45,154781,"ROBO_PAINT_14",9,"HANNER","ROBO_PAINT_14",40,"BEST_PAINT","1ST_SHIFT","FEMALE"
625,"0",0,1225.34,34,65,"U.S.",50,214635,"AUTO_PAINT_B",10,"?","AUTO_PAINT_B",24,"BEST_PAINT","?","MALE"
626,"0",0,1156.49,49,97,"U.S.",54,291979,"ROBO_PAINT_14",9,"BREUSKI","ROBO_PAINT_14",40,"BEST_PAINT","1ST_SHIFT","MALE"
627,"0",0,1444.53,53,140,"U.S.",107,312055,"ROBO_PAINT_14",13,"BRADY","ROBO_PAINT_14",40,"BEST_PAINT","1ST_SHIFT","MALE"
628,"1",99999,1700.55,10055,162,"U.S.",100160,208613,"ROBO_PAINT_14",15,"RAMIREZ","ROBO_PAINT_14",40,"CARTER","1ST_SHIFT","MALE"
629,"0",0,1444.65,65,183,"U.S.",143,56651,"ROBO_PAINT_22",13,"BRADY","ROBO_PAINT_22",52,"SHERWIN_PNT","3RD_SHIFT","MALE"
630,"0",0,1369.62,62,162,"U.S.",96,294121,"ROBO_PAINT_14",12,"JOHNSKY","ROBO_PAINT_14",50,"ACME_INC","1ST_SHIFT","FEMALE"
631,"1",0,1369.52,52,130,"U.S.",132,157217,"ROBO_PAINT_22",12,"RAMIREZ","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
632,"0",0,1369.32,32,65,"U.S.",72,321666,"AUTO_PAINT_B",12,"JOHNSKY","AUTO_PAINT_B",20,"BEST_PAINT","1ST_SHIFT","MALE"
633,"0",0,1521.54,54,151,"U.S.",158,191776,"ROBO_PAINT_14",14,"RAMIREZ","ROBO_PAINT_14",40,"ACME_INC","3RD_SHIFT","FEMALE"
634,"0",0,1024.52,52,85,"U.S.",65,150993,"ROBO_PAINT_22",7,"BECKETTON","ROBO_PAINT_22",45,"SHERWIN_PNT","2ND_SHIFT","MALE"
635,"1",7688,1452.32,832,176,"U.S.",7786,162442,"ROBO_PAINT_6",13,"RAMIREZ","ROBO_PAINT_6",50,"SHERWIN_PNT","1ST_SHIFT","FEMALE"
636,"0",0,1225.39,39,78,"U.S.",55,195143,"AUTO_PAINT_B",10,"?","AUTO_PAINT_B",29,"BEST_PAINT","?","FEMALE"
637,"0",0,1225.5,50,108,"U.S.",53,160968,"AUTO_PAINT_B",10,"SCHILLER","AUTO_PAINT_B",40,"BEST_PAINT","1ST_SHIFT","MALE"
638,"0",0,1521.74,74,227,"U.S.",200,215175,"ROBO_PAINT_22",14,"RAMIREZ","ROBO_PAINT_22",60,"SHERWIN_PNT","3RD_SHIFT","MALE"
639,"0",0,1024.47,47,76,"U.S.",72,343944,"AUTO_PAINT_C",7,"MALAKY","AUTO_PAINT_C",40,"INDUSTRIAL_SPPLS","1ST_SHIFT","FEMALE"
640,"0",0,1296.51,51,119,"U.S.",88,24961,"ROBO_PAINT_22",11,"LOPEZ","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
641,"0",0,1156.49,49,97,"U.S.",83,36425,"ROBO_PAINT_14",9,"MALAKY","ROBO_PAINT_14",40,"BEST_PAINT","1ST_SHIFT","FEMALE"
642,"0",0,1024.19,19,23,"U.S.",30,95909,"AUTO_PAINT_B",7,"SCHILLER","AUTO_PAINT_B",12,"BEST_PAINT","1ST_SHIFT","MALE"
643,"0",0,1225.4,40,81,"U.S.",50,471452,"AUTO_PAINT_B",10,"MALAKY","AUTO_PAINT_B",30,"BEST_PAINT","1ST_SHIFT","MALE"
644,"0",0,841.44,44,43,"U.S.",60,165441,"AUTO_PAINT_C",4,"JOHNSKY","AUTO_PAINT_C",40,"ACME_INC","1ST_SHIFT","FEMALE"
645,"0",0,1225.5,50,108,"U.S.",65,256141,"AUTO_PAINT_B",10,"?","AUTO_PAINT_B",40,"BEST_PAINT","?","FEMALE"
646,"0",0,1444.38,38,88,"U.S.",72,117606,"AUTO_PAINT_B",13,"HANNER","AUTO_PAINT_B",25,"BEST_PAINT","1ST_SHIFT","FEMALE"
647,"1",6418,1606.67,667,41,"U.S.",6669,157403,"ROBO_PAINT_22",15,"?","ROBO_PAINT_22",10,"SHERWIN_PNT","?","MALE"
648,"0",0,961.46,46,65,"U.S.",27,206359,"AUTO_PAINT_B",6,"?","AUTO_PAINT_B",40,"BEST_PAINT","CONTRACT1","MALE"
649,"0",0,1521.34,34,76,"U.S.",249,180733,"ROBO_PAINT_14",14,"MALAKY","ROBO_PAINT_14",20,"BEST_PAINT","1ST_SHIFT","FEMALE"
650,"1",15024,1615.47,1547,122,"U.S.",15174,198873,"ROBO_PAINT_6",15,"RAMIREZ","ROBO_PAINT_6",30,"SHERWIN_PNT","1ST_SHIFT","FEMALE"
651,"1",0,1225.5,50,108,"U.S.",135,165278,"ROBO_PAINT_22",10,"BRADY","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
652,"0",0,1225.5,50,108,"U.S.",128,112310,"AUTO_PAINT_C",10,"BRADY","AUTO_PAINT_C",40,"ACME_INC","1ST_SHIFT","FEMALE"
653,"1",0,1444.83,83,246,"U.S.",124,33105,"ROBO_PAINT_22",13,"RAMIREZ","ROBO_PAINT_22",70,"SHERWIN_PNT","1ST_SHIFT","MALE"
654,"0",0,1444.73,73,211,"U.S.",137,44402,"ROBO_PAINT_22",13,"OBRIEN","ROBO_PAINT_22",60,"SHERWIN_PNT","1ST_SHIFT","MALE"
655,"0",0,1156.47,47,92,"U.S.",61,199343,"ROBO_PAINT_22",9,"HANNER","ROBO_PAINT_22",38,"SHERWIN_PNT","3RD_SHIFT","MALE"
656,"1",0,1156.64,64,134,"U.S.",126,112840,"ROBO_PAINT_22",9,"BRADY","ROBO_PAINT_22",55,"SHERWIN_PNT","1ST_SHIFT","MALE"
657,"0",0,1225.5,50,108,"U.S.",108,112967,"ROBO_PAINT_22",10,"BARGER","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
658,"0",0,1225.3,30,54,"U.S.",58,145651,"AUTO_PAINT_B",10,"OBRIEN","AUTO_PAINT_B",20,"BEST_PAINT","1ST_SHIFT","FEMALE"
659,"0",0,1156.64,64,134,"U.S.",83,35330,"ROBO_PAINT_14",9,"CHRISTIAN","ROBO_PAINT_14",55,"ACME_INC","1ST_SHIFT","MALE"
660,"0",0,900.21,21,22,"U.S.",79,66634,"ROBO_PAINT_22",5,"CHRISTIAN","ROBO_PAINT_22",16,"SHERWIN_PNT","1ST_SHIFT","MALE"
661,"0",0,1681.56,56,173,"U.S.",300,36243,"ROBO_PAINT_14",16,"?","ROBO_PAINT_14",40,"BEST_PAINT","?","MALE"
662,"0",0,1024.32,32,47,"U.S.",79,161819,"AUTO_PAINT_C",7,"HANNER","AUTO_PAINT_C",25,"AHERN_PAINT_SUPPLIES","1ST_SHIFT","FEMALE"
663,"0",0,1225.5,50,108,"U.S.",55,219941,"AUTO_PAINT_B",10,"?","AUTO_PAINT_B",40,"BEST_PAINT","?","MALE"
664,"0",2354,1158.84,284,97,"U.S.",2413,195734,"AUTO_PAINT_B",9,"HANNER","AUTO_PAINT_B",40,"BEST_PAINT","1ST_SHIFT","FEMALE"
665,"1",7298,1451.93,793,176,"U.S.",7431,168071,"ROBO_PAINT_22",13,"BRADY","ROBO_PAINT_22",50,"SHERWIN_PNT","1ST_SHIFT","MALE"
666,"0",0,1156.49,49,97,"U.S.",108,178686,"ROBO_PAINT_14",9,"CHRISTIAN","ROBO_PAINT_14",40,"ACME_INC","1ST_SHIFT","MALE"
667,"1",0,1444.53,53,140,"U.S.",150,200947,"ROBO_PAINT_22",13,"BARGER","ROBO_PAINT_22",40,"SHERWIN_PNT","3RD_SHIFT","MALE"
668,"0",0,1024.27,27,38,"U.S.",32,186954,"AUTO_PAINT_B",7,"MALAKY","AUTO_PAINT_B",20,"BEST_PAINT","1ST_SHIFT","FEMALE"
669,"1",0,1156.44,44,85,"U.S.",131,163113,"ROBO_PAINT_14",9,"OBRIEN","ROBO_PAINT_14",35,"INDUSTRIAL_SPPLS","1ST_SHIFT","FEMALE"
